folder,param1,param2,csv_name,c,d,Best_P,Delta_at_BestP,Mu_at_BestP
-10_-32,-10,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-12_-32,-12,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-14_-32,-14,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-16_-32,-16,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-18_-32,-18,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-20_-32,-20,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-22_-32,-22,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-24_-32,-24,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-26_-32,-26,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-28_-32,-28,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-30_-32,-30,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-5_-32,-5,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-6_-32,-6,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-7_-32,-7,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-8_-32,-8,-32,CHEES_-32_5000.csv,-32,5000,3.012833941,2.475307851,2.15010436
-10_-34,-10,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-12_-34,-12,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-14_-34,-14,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-16_-34,-16,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-18_-34,-18,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-20_-34,-20,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-22_-34,-22,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-24_-34,-24,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-26_-34,-26,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-28_-34,-28,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-30_-34,-30,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-5_-34,-5,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-6_-34,-6,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-7_-34,-7,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-8_-34,-8,-34,CHEES_-34_4800.csv,-34,4800,2.865538486,2.347978253,2.070240932
-10_-35,-10,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-12_-35,-12,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-14_-35,-14,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-16_-35,-16,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-18_-35,-18,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-20_-35,-20,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-22_-35,-22,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-24_-35,-24,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-26_-35,-26,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-28_-35,-28,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-30_-35,-30,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-5_-35,-5,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-6_-35,-6,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-7_-35,-7,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-8_-35,-8,-35,CHEES_-35_4700.csv,-35,4700,2.809114068,2.301767061,2.029388026
-5_-36,-5,-36,CHEES_-35_4700.csv,-35,4700,2.801419849,2.302516435,1.995613654
-6_-36,-6,-36,CHEES_-35_4700.csv,-35,4700,2.801465376,2.302631,1.995337507
-7_-36,-7,-36,CHEES_-35_4700.csv,-35,4700,2.801557687,2.30279345,1.995056945
-8_-36,-8,-36,CHEES_-35_4700.csv,-35,4700,2.801639553,2.302952297,1.994749027
-10_-36,-10,-36,CHEES_-35_4700.csv,-35,4700,2.801888463,2.303311605,1.994307434
-12_-36,-12,-36,CHEES_-35_4700.csv,-35,4700,2.802059175,2.303672832,1.993545374
-14_-36,-14,-36,CHEES_-35_4700.csv,-35,4700,2.802399129,2.304193471,1.99282263
-16_-36,-16,-36,CHEES_-35_4700.csv,-35,4700,2.802744385,2.304743793,1.992002369
-18_-36,-18,-36,CHEES_-35_4700.csv,-35,4700,2.803181027,2.305512166,1.990675443
