folder,param1,param2,csv_name,c,d,Best_Mu,P_at_BestMu,Delta_at_BestMu
-12_-54,-12,-54,CHEES_-32_4200.csv,-32,4200,1.4914640197787,2.69315689832837,2.63349833753722
-24_-60,-24,-60,CHEES_-34_4200.csv,-34,4200,1.49196508600635,2.64165204890364,2.58197344546338
-6_-52,-6,-52,CHEES_-32_4200.csv,-32,4200,1.49216629981153,2.68352604189287,2.62383938990041
-16_-56,-16,-56,CHEES_-33_4200.csv,-33,4200,1.4930272665109,2.64184904879328,2.58212795813284
-20_-58,-20,-58,CHEES_-33_4200.csv,-33,4200,1.493202513309,2.66395496610655,2.60422686557419
-5_-52,-5,-52,CHEES_-32_4200.csv,-32,4200,1.49342750999294,2.68080661242012,2.6210695120204
-10_-54,-10,-54,CHEES_-32_4200.csv,-32,4200,1.4952251669022,2.68534700896711,2.62553800229102
-14_-56,-14,-56,CHEES_-33_4200.csv,-33,4200,1.49764889863627,2.63198081743583,2.57207486149038
-22_-60,-22,-60,CHEES_-34_4200.csv,-34,4200,1.49776668093949,2.62360038991347,2.56368972267589
-18_-58,-18,-58,CHEES_-33_4200.csv,-33,4200,1.49830000591643,2.6505861455678,2.59065414533115
-8_-54,-8,-54,CHEES_-32_4200.csv,-32,4200,1.49869225520075,2.67859561568498,2.61864792547695
-10_-56,-10,-56,CHEES_-32_4300.csv,-32,4300,1.49946676814264,2.70168610091249,2.64170743018678
-12_-56,-12,-56,CHEES_-33_4200.csv,-33,4200,1.50144259839086,2.6238343873662,2.56377668343056
-6_-54,-6,-54,CHEES_-32_4200.csv,-32,4200,1.50207376708543,2.67246729779091,2.61238434710749
-16_-58,-16,-58,CHEES_-33_4200.csv,-33,4200,1.50302997401162,2.63898612029943,2.57886492133896
-20_-60,-20,-60,CHEES_-34_4200.csv,-34,4200,1.50325249513726,2.60904806813504,2.54891796832955
-5_-54,-5,-54,CHEES_-32_4200.csv,-32,4200,1.50340303341412,2.66968576898271,2.60954964764615
-14_-58,-14,-58,CHEES_-33_4200.csv,-33,4200,1.50714297818343,2.62913888162771,2.56885316250037
-18_-60,-18,-60,CHEES_-34_4200.csv,-34,4200,1.50830903468499,2.59652735266423,2.53619499127683
-8_-56,-8,-56,CHEES_-33_4200.csv,-33,4200,1.50839411006999,2.61043591391319,2.55010014951039
-7_-56,-7,-56,CHEES_-33_4200.csv,-33,4200,1.50986878601986,2.60745498377223,2.54706023233144
-12_-58,-12,-58,CHEES_-33_4200.csv,-33,4200,1.51103994073394,2.62067019943358,2.56022860180422
-6_-56,-6,-56,CHEES_-33_4200.csv,-33,4200,1.51143854110678,2.60471342810553,2.54425588646125
-5_-56,-5,-56,CHEES_-33_4200.csv,-33,4200,1.51271892456298,2.60204836909838,2.54153961211586
-16_-60,-16,-60,CHEES_-34_4200.csv,-34,4200,1.51277104727605,2.58611138812959,2.52560054623855
-10_-58,-10,-58,CHEES_-33_4200.csv,-33,4200,1.51462499444016,2.61335308728528,2.55276808750767
-14_-60,-14,-60,CHEES_-34_4200.csv,-34,4200,1.51644532793081,2.57701236331083,2.5163545501936
