folder,param1,param2,csv_name,c,d,Best_Mu,P_at_BestMu,Delta_at_BestMu
-28_-32,-28,-32,CHEES_-28_4200.csv,-28,4200,1.27735479236936,4.27276190154857,4.13083359128531
-26_-32,-26,-32,CHEES_-26_4200.csv,-26,4200,1.28835549298542,4.74188499060785,4.59873438027614
-28_-34,-28,-34,CHEES_-28_4200.csv,-28,4200,1.29246901088974,4.14243829434358,3.99883062646694
-28_-35,-28,-35,CHEES_-28_4200.csv,-28,4200,1.30061925175538,4.08668758634198,3.94217433614694
-26_-34,-26,-34,CHEES_-27_4200.csv,-27,4200,1.30412572973362,4.18621468651924,4.04131182765995
-30_-32,-30,-32,CHEES_-30_4200.csv,-30,4200,1.30498386083973,3.88083914416695,3.73584093740698
-30_-34,-30,-34,CHEES_-30_4200.csv,-30,4200,1.30834547918295,3.78121620697238,3.63584448706316
-28_-36,-28,-36,CHEES_-28_4200.csv,-28,4200,1.30948755987717,4.03075260290832,3.88525398514419
-24_-32,-24,-32,CHEES_-26_4200.csv,-26,4200,1.31099454798784,4.47092496570304,4.3252589048155
-30_-35,-30,-35,CHEES_-30_4200.csv,-30,4200,1.31175771769174,3.73632761318667,3.59057675566536
-26_-35,-26,-35,CHEES_-27_4200.csv,-27,4200,1.3130605698071,4.13170615875453,3.98581053988707
-30_-36,-30,-36,CHEES_-30_4200.csv,-30,4200,1.3152783553623,3.69817689193152,3.55203485244681
-28_-37,-28,-37,CHEES_-28_4200.csv,-28,4200,1.31876337464417,3.97877423903498,3.83224497518563
-30_-37,-30,-37,CHEES_-30_4200.csv,-30,4200,1.31970748573861,3.66118215586462,3.51454799078255
-26_-36,-26,-36,CHEES_-27_4200.csv,-27,4200,1.32269544094356,4.08036257103137,3.93339641092653
-30_-38,-30,-38,CHEES_-30_4200.csv,-30,4200,1.32496547889876,3.62522653761108,3.47800815106678
-24_-34,-24,-34,CHEES_-26_4200.csv,-26,4200,1.32707382709186,4.34543186203648,4.19797921458183
-28_-38,-28,-38,CHEES_-29_4200.csv,-29,4200,1.32755419035993,3.63371710432649,3.48621108317538
-26_-37,-26,-37,CHEES_-28_4200.csv,-28,4200,1.33287012785148,3.76823381798132,3.62013713710893
-22_-32,-22,-32,CHEES_-26_4200.csv,-26,4200,1.33366944192392,4.38810508580007,4.23991959225297
-24_-35,-24,-35,CHEES_-27_4200.csv,-27,4200,1.33449631437478,4.01020021082143,3.86192284255756
-30_-40,-30,-40,CHEES_-30_4200.csv,-30,4200,1.33740164609414,3.56016440762566,3.41156422472631
-26_-38,-26,-38,CHEES_-28_4200.csv,-28,4200,1.34002903396983,3.73189045519072,3.58299834030519
-24_-36,-24,-36,CHEES_-27_4200.csv,-27,4200,1.34144700536567,3.96104123038682,3.81199156312397
-28_-40,-28,-40,CHEES_-29_4200.csv,-29,4200,1.34207891968899,3.57504112224422,3.42592124227877
-22_-34,-22,-34,CHEES_-26_4200.csv,-26,4200,1.34588516821423,4.26252671310603,4.11298391663778
-20_-32,-20,-32,CHEES_-26_4200.csv,-26,4200,1.34926086468672,4.34285544347264,4.19293756961856
-24_-37,-24,-37,CHEES_-27_4200.csv,-27,4200,1.34957760166872,3.91304959218447,3.76309652533238
-22_-35,-22,-35,CHEES_-27_4200.csv,-27,4200,1.35129926087576,3.95244432203649,3.80229995971696
-30_-42,-30,-42,CHEES_-30_4200.csv,-30,4200,1.35177146978414,3.50263898181238,3.35244215183636
-26_-40,-26,-40,CHEES_-28_4200.csv,-28,4200,1.35666933877538,3.66290418173757,3.51216314409586
-24_-38,-24,-38,CHEES_-28_4200.csv,-28,4200,1.3569159447653,3.65455805551848,3.50378961721123
-22_-36,-22,-36,CHEES_-27_4200.csv,-27,4200,1.35731971987753,3.90236572058106,3.75155241837245
-28_-42,-28,-42,CHEES_-29_4200.csv,-29,4200,1.35859289184288,3.52170018227469,3.37074541651437
-20_-34,-20,-34,CHEES_-26_4200.csv,-26,4200,1.35985647234221,4.21898271283047,4.06788754923689
-18_-32,-18,-32,CHEES_-26_4200.csv,-26,4200,1.36016368383132,4.31590198564813,4.16477268744465
-20_-35,-20,-35,CHEES_-27_4200.csv,-27,4200,1.36435373857075,3.91605593374088,3.76446107389969
-22_-37,-22,-37,CHEES_-27_4200.csv,-27,4200,1.36449004689695,3.85378340490565,3.70217339969488
-30_-44,-30,-44,CHEES_-31_4200.csv,-31,4200,1.36706032974594,3.24412126328174,3.09222567108775
-16_-32,-16,-32,CHEES_-26_4200.csv,-26,4200,1.3684157461963,4.29711689338869,4.14507069936688
-20_-36,-20,-36,CHEES_-27_4200.csv,-27,4200,1.36995736958842,3.86486807175761,3.71265058624778
-18_-34,-18,-34,CHEES_-27_4200.csv,-27,4200,1.37019865280296,3.94182360062935,3.78957930587346
-22_-38,-22,-38,CHEES_-28_4200.csv,-28,4200,1.37078828595816,3.60833304067465,3.45602323112375
-24_-40,-24,-40,CHEES_-28_4200.csv,-28,4200,1.37131768739619,3.58636516095653,3.43399652902362
-26_-42,-26,-42,CHEES_-29_4200.csv,-29,4200,1.37156997996806,3.41573156622715,3.26333490178626
-20_-38,-20,-38,CHEES_-33_4200.csv,-33,4200,1.37206647490159,3.1313698483643,2.97891801781968
-18_-35,-18,-35,CHEES_-27_4200.csv,-27,4200,1.3739171136055,3.8923456526389,3.73968819557162
-28_-44,-28,-44,CHEES_-30_4200.csv,-30,4200,1.37459286702059,3.29325459272915,3.14052205194909
-14_-32,-14,-32,CHEES_-26_4200.csv,-26,4200,1.37474601225304,4.28358175478552,4.13083219786851
-20_-37,-20,-37,CHEES_-27_4200.csv,-27,4200,1.37627804913365,3.81860121499661,3.66568143175954
-16_-34,-16,-34,CHEES_-27_4200.csv,-27,4200,1.37767907364853,3.92616954635971,3.77309409373209
-18_-36,-18,-36,CHEES_-27_4200.csv,-27,4200,1.37924006151029,3.84185833708734,3.68860944136398
-12_-32,-12,-32,CHEES_-26_4200.csv,-26,4200,1.37994192014742,4.27337429894819,4.12004741893181
-30_-46,-30,-46,CHEES_-31_4200.csv,-31,4200,1.3801744119144,3.21669183001684,3.06333911758191
-16_-35,-16,-35,CHEES_-27_4200.csv,-27,4200,1.38177792287426,3.87458087878276,3.72104999846339
-22_-40,-22,-40,CHEES_-28_4200.csv,-28,4200,1.38312568976497,3.54118992733409,3.38750929513799
-14_-34,-14,-34,CHEES_-27_4200.csv,-27,4200,1.38387683432722,3.9127738367199,3.75900974401688
