time_yr,d13C_DIC_mean,d13C_DIC_p5,d13C_DIC_p95,CO2_mean_ppm,CO2_p5_ppm,CO2_p95_ppm,SST_mean_degC,SST_p5_degC,SST_p95_degC,f_CH4_mean_mol_per_yr,f_CH4_p5_mol_per_yr,f_CH4_p95_mol_per_yr,f_volcanic_CO2_mean_mol_per_yr,f_volcCO2_p5_mol_per_yr,f_volcCO2_p95_mol_per_yr,d13C_input_mean,d13C_input_p5,d13C_input_p95,CH4_mean_ppm,CH4_p5_ppm,CH4_p95_ppm
0.455149049941369,1.73126947628244,1.26981815723186,2.16573987513366,1098.89233453008,828.839763759999,1441.48217485571,29.7223833126212,28.1155726485566,31.3352521552908,10275077554724.9,10275077554725,10275077554725,10879493881473.5,10879493881473.5,10879493881473.5,-22,-22,-22,0.270839299293652,0.182109437128531,0.411678429655514
0.567687503242712,1.73133679675579,1.26982716149163,2.16582833386742,1098.91480173718,828.856342987089,1441.5115018198,29.7364932757257,28.1307289409696,31.3521743983175,10276915657176.2,10276915657176.2,10276915657176.2,10881440107598.4,10881440107598.4,10881440107598.4,-22,-22,-22,0.278622881434224,0.189344652539169,0.419925203502977
0.919472764857008,1.73159567160295,1.26998307647162,2.16612997793533,1098.99312244163,828.916083297193,1441.61319739292,29.7754915351052,28.1729068285791,31.396696382384,10282661403032.3,10282661403032.3,10282661403032.3,10887523838504.7,10887523838504.7,10887523838504.7,-22,-22,-22,0.301317760652618,0.210190977921646,0.443923129147064
1.2712580264713,1.73184540008539,1.27016470786847,2.16640883803646,1099.07283789444,828.979631745694,1441.70917909185,29.8091360661119,28.2082982581879,31.4348958728932,10288407148888.3,10288407148888.3,10288407148888.3,10893607569411.1,10893607569411.1,10893607569411.1,-22,-22,-22,0.322234379128317,0.228249121370226,0.46640586959012
1.6230432880856,1.73205392628367,1.27034995507244,2.16663990024032,1099.15047406994,829.048578953124,1441.79892551351,29.8381973166152,28.2384179645759,31.4667096234058,10294152894744.3,10294152894744.3,10294152894744.3,10899691300317.5,10899691300317.5,10899691300317.5,-22,-22,-22,0.34138989761363,0.244193067440806,0.487698253570891
1.9748285496999,1.73222041295614,1.27050446314519,2.16683703067058,1099.22583155891,829.117246266042,1441.88322276964,29.8635660220635,28.2655910556321,31.4934915375986,10299898640600.3,10299898640600.3,10299898640600.3,10905775031223.9,10905775031223.9,10905775031223.9,-22,-22,-22,0.358966011798402,0.258297257018222,0.508306333398079
2.70182587352564,1.73242694631021,1.27070822919659,2.16712384179637,1099.37293091054,829.249556620793,1442.04127848828,29.9069532658659,28.3117140021747,31.5372928004712,10311772764722.4,10311772764722.3,10311772764722.4,10918347633235.4,10918347633235.4,10918347633235.4,-22,-22,-22,0.391008838288499,0.282541310189338,0.548182347762224
3.42882319735139,1.73250178490606,1.27080256397337,2.16718435369012,1099.51319301739,829.376619432624,1442.19295072841,29.9412410486486,28.3476814008944,31.5700707835761,10323646888844.4,10323646888844.4,10323646888844.4,10930920235247,10930920235247,10930920235247,-22,-22,-22,0.41816111175334,0.30099237600716,0.583485832647052
4.15582052117714,1.7324942865551,1.27082819271724,2.16712410419139,1099.65039836632,829.501379387948,1442.34153705053,29.9689415914354,28.3763839078134,31.59502606749,10335521012966.4,10335521012966.4,10335521012966.4,10943492837258.6,10943492837258.6,10943492837258.6,-22,-22,-22,0.441323795744778,0.316210810562216,0.615533644516786
4.88281784500289,1.73240998977664,1.27076435822473,2.16696153579824,1099.78407457821,829.623356766176,1442.48282154264,29.9914698769173,28.3995869517462,31.6142345273738,10347395137088.4,10347395137088.4,10347395137088.4,10956065439270.1,10956065439270.1,10956065439270.1,-22,-22,-22,0.461045802810499,0.328327050581738,0.643961468468196
5.60981516882864,1.73225806675535,1.27067687799254,2.16672286740468,1099.91374577852,829.745252109366,1442.6150470528,30.0103113771004,28.419481299568,31.6292677245181,10359269261210.5,10359269261210.5,10359269261210.5,10968638041281.7,10968638041281.7,10968638041281.7,-22,-22,-22,0.478127741246987,0.337797365415052,0.670835326673423
6.87546125656715,1.73186534053153,1.27042268449398,2.16616694512216,1100.13260402413,829.956703973617,1442.83555307939,30.0360356324657,28.4462237533003,31.6486372340444,10379941192520.1,10379941192520.1,10379941192520.1,10990525968550.6,10990525968550.6,10990525968550.6,-22,-22,-22,0.502356277926226,0.349459702164882,0.710936356508705
8.14110734430567,1.73135839532189,1.27006121784152,2.16551240336494,1100.34536954603,830.16619669703,1443.0478854832,30.0555441175086,28.4660095830443,31.662415839049,10400613123829.6,10400613123829.6,10400613123829.6,11012413895819.6,11012413895819.6,11012413895819.6,-22,-22,-22,0.521372784142074,0.357557891547434,0.744365611645129
9.40675343204419,1.73077495104094,1.26960071860556,2.16480148257638,1100.55421752293,830.372533659882,1443.2558194426,30.0706009432195,28.4813658951848,31.6721661287485,10421285055139.2,10421285055139.2,10421285055139.2,11034301823088.6,11034301823088.6,11034301823088.6,-22,-22,-22,0.536398367508661,0.363427823677275,0.773034353467806
10.6723995197827,1.73013657798419,1.26904653235592,2.1640359343248,1100.76004879368,830.575700131165,1443.46090776195,30.0824033148495,28.4934161936088,31.6791990012997,10441956986448.8,10441956986448.8,10441956986448.8,11056189750357.5,11056189750357.5,11056189750357.5,-22,-22,-22,0.548324444217686,0.367484508481637,0.797262207383855
11.9380456075212,1.72946247557042,1.26842286155753,2.16324124117974,1100.96362180416,830.777107985382,1443.662722275,30.0918038856826,28.502848948462,31.6845102710489,10462628917758.4,10462628917758.4,10462628917758.4,11078077677626.5,11078077677626.5,11078077677626.5,-22,-22,-22,0.557849854294782,0.370298297248859,0.817187089305051
14.0470584286002,1.72829947272575,1.26732596140064,2.16190945842824,1101.29946172035,831.111247322312,1443.99641061414,30.1041306881335,28.5152036716813,31.6912586942687,10497075647053.9,10497075647053.9,10497075647054,11114550685115.9,11114550685115.9,11114550685116,-22,-22,-22,0.570240905081818,0.373313789777077,0.846126231038101
16.1560712496793,1.72711783095108,1.26614748700044,2.160583430448,1101.63276468412,831.443003970875,1444.32826136669,30.1134475472836,28.5246505893008,31.6962222177955,10531522376349.6,10531522376349.5,10531522376349.6,11151023692605.4,11151023692605.4,11151023692605.4,-22,-22,-22,0.579332917473561,0.375544214154898,0.868548925920418
18.2650840707583,1.72593157509517,1.26491515335543,2.15929749973939,1101.96338362171,831.77230761395,1444.65559330954,30.1206992177974,28.532128434223,31.6999380614316,10565969105645.1,10565969105645.1,10565969105645.1,11187496700094.9,11187496700094.9,11187496700094.9,-22,-22,-22,0.586075350335528,0.377121861454283,0.885245192011904
20.3740968918373,1.72475382327727,1.26366654275631,2.15802672647682,1102.29187797737,832.099955985757,1444.98180350842,30.126593241234,28.5381659046568,31.7029844915037,10600415834940.7,10600415834940.7,10600415834940.7,11223969707584.3,11223969707584.3,11223969707584.3,-22,-22,-22,0.591214787178679,0.378272040554116,0.898913818239748
22.4831097129164,1.72359623033111,1.26241138852171,2.15678240459142,1102.61846738833,832.425604904573,1445.30602302782,30.1315612528026,28.5432417414909,31.7058090149261,10634862564236.3,10634862564236.3,10634862564236.3,11260442715073.8,11260442715073.8,11260442715073.8,-22,-22,-22,0.595214423484882,0.379166589527343,0.909869566680531
26.439751099175,1.72149503501142,1.26008598694539,2.15456137074996,1103.22648037482,833.029706977295,1445.91232140061,30.1395924484766,28.5516037114572,31.7109677669833,10699486806151.8,10699486806151.8,10699486806151.8,11328868382984.3,11328868382984.2,11328868382984.3,-22,-22,-22,0.60103554640375,0.380623948166959,0.925149009252152
30.3963924854337,1.71951364990445,1.25784759716925,2.152493816281,1103.83093308403,833.633563461419,1446.51574298531,30.1465500709046,28.5593212854107,31.7158897947373,10764111048067.2,10764111048067.2,10764111048067.2,11397294050894.7,11397294050894.7,11397294050894.7,-22,-22,-22,0.605439624071788,0.382064366020665,0.936354445417253
34.3530338716923,1.7176318160228,1.25570540926242,2.15054762647854,1104.42998576028,834.229071768131,1447.1138653049,30.152855915069,28.5664516549535,31.720515982307,10828735289982.7,10828735289982.7,10828735289982.7,11465719718805.2,11465719718805.2,11465719718805.2,-22,-22,-22,0.609010928038628,0.383584297330049,0.944624412456089
38.309675257951,1.71584947614591,1.25363768477859,2.14869736716654,1105.02507147454,834.819431143461,1447.70870258285,30.1587841602619,28.5731778078036,31.725009938955,10893359531898.1,10893359531898.2,10893359531898.2,11534145386715.7,11534145386715.7,11534145386715.7,-22,-22,-22,0.612098767491805,0.385173184570558,0.951268982132618
42.2663166442096,1.71418020560529,1.25170645753318,2.14697002064718,1105.61547173933,835.405587194914,1448.29886020364,30.164497782525,28.5796766599535,31.7295027688897,10957982229899.3,10957973592191.2,10957983773813.6,11602569419893.4,11602560274084.8,11602571054626.2,-22,-22,-22,0.614906498346386,0.386848820453639,0.956545129485045
54.8292576087605,1.70950117280304,1.24622035870155,2.14221049496274,1107.46253081647,837.231428074913,1450.15650777072,30.1821148836515,28.6000737587584,31.743816304526,11163012745061.9,11162982444732.4,11163017862739.7,11819660553594.9,11819628470893.1,11819665972312.6,-22,-22,-22,0.623313371403798,0.392077369929963,0.971240656976664
67.3921985733114,1.70552144011357,1.24166148987522,2.13812612776228,1109.27110406307,839.015121137852,1451.98052175633,30.1992822113042,28.6200002096775,31.7581587886855,11367799321530.6,11367799321530.6,11367799321530.6,12036493399267.7,12036493399267.7,12036493399267.7,-22,-22,-22,0.631449716082932,0.397213912312446,0.984087174924554
