-0.021005576	-0.020006576
-0.020005576	-0.019006576
-0.019005576	-0.018006576
-0.018005576	-0.017006576
-0.017005576	-0.016006576
-0.016005576	-0.015006576
-0.015005576	-0.014006576
-0.014005576	-0.013006576
-0.013005576	-0.012006576
-0.012005576	-0.011006576
-0.011005576	-0.010006576
-0.010005576	-0.009006576
-0.009005576	-0.008006576
-0.008005576	-0.007006576
-0.007005576	-0.006006576
-0.006005576	-0.005006576
-0.005005576	-0.004006576
-0.004005576	-0.003006576
-0.003005576	-0.002006576
-0.002005576	-0.001006576
-0.001005576	-6.58E-06
-5.58E-06	0.000993424
0.000994424	0.001993424
0.001994424	0.002993424
0.002994424	0.003993424
0.003994424	0.004993424
0.004994424	0.005993424
0.005994424	0.006993424
0.006994424	0.007993424
0.007994424	0.008993424
0.008994424	0.009993424
0.009994424	0.010993424
0.010994424	0.011993424
0.011994424	0.012993424
0.012994424	0.013993424
0.013994424	0.014993424
0.014994424	0.015993424
0.015994424	0.016993424
0.016994424	0.017993424
0.017994424	0.018993424
0.018994424	0.019993424
0.019994424	0.020993424
0.020994424	0.021993424
0.021994424	0.022993424
0.022994424	0.023993424
0.023994424	0.024993424
0.024994424	0.025993424
0.025994424	0.026993424
0.026994424	0.027993424
0.027994424	0.028993424
0.028994424	0.029993424
0.029994424	0.0307688
0.0307688	0.0416674
0.0416674	0.041993424
0.041994424	0.042993424
0.042994424	0.043993424
0.043994424	0.044993424
0.044994424	0.045993424
0.045994424	0.046993424
0.046994424	0.047993424
0.047994424	0.0489
0.0489	0.06285
0.06285	0.062993424
0.062994424	0.063993424
0.063994424	0.064993424
0.064994424	0.0655743
0.0655743	0.08103
0.08103	0.08266
0.08266	0.082993424
0.082994424	0.083993424
0.083994424	0.084993424
0.084994424	0.0850532
0.0850532	0.115214
0.115214	0.115993424
0.115994424	0.116993424
0.116994424	0.117462
0.117462	0.118993424
0.118994424	0.119993424
0.119994424	0.120993424
0.120994424	0.121993424
0.121994424	0.122522
0.122522	0.130955
0.130955	0.131993424
0.131994424	0.132993424
0.132994424	0.133993424
0.133994424	0.134993424
0.134994424	0.135993424
