folder,param1,param2,csv_name,c,d,Best_Mu,P_at_BestMu,Delta_at_BestMu
-22_-58,-22,-58,CHEES_-33_4200.csv,-33,4200,1.48752723154865,8.57081992240066,2.62071099620607
-14_-54,-14,-54,CHEES_-32_4200.csv,-32,4200,1.48770495003893,8.59388992205886,2.64307012190315
-18_-56,-18,-56,CHEES_-33_4200.csv,-33,4200,1.48832408379064,8.54676333109054,2.59346699592799
-8_-52,-8,-52,CHEES_-32_4200.csv,-32,4200,1.48879030215693,8.58481845966881,2.62965725104111
-7_-52,-7,-52,CHEES_-32_4200.csv,-32,4200,1.49045438959279,8.58846518108913,2.62664762271799
-12_-54,-12,-54,CHEES_-32_4200.csv,-32,4200,1.4914640197787,8.59935441665201,2.63349833753722
-24_-60,-24,-60,CHEES_-34_4200.csv,-34,4200,1.49196508600635,8.5498337894888,2.58197344546338
-6_-52,-6,-52,CHEES_-32_4200.csv,-32,4200,1.49216629981153,8.59250458914655,2.62383938990041
-16_-56,-16,-56,CHEES_-33_4200.csv,-33,4200,1.4930272665109,8.55423702417646,2.58212795813284
-20_-58,-20,-58,CHEES_-33_4200.csv,-33,4200,1.493202513309,8.57703691881018,2.60422686557419
-5_-52,-5,-52,CHEES_-32_4200.csv,-32,4200,1.49342750999294,8.59477955199217,2.6210695120204
-10_-54,-10,-54,CHEES_-32_4200.csv,-32,4200,1.4952251669022,8.60643866989983,2.62553800229102
-14_-56,-14,-56,CHEES_-33_4200.csv,-33,4200,1.49764889863627,8.56267045603547,2.57207486149038
-22_-60,-22,-60,CHEES_-34_4200.csv,-34,4200,1.49776668093949,8.55475644643386,2.56368972267589
-18_-58,-18,-58,CHEES_-33_4200.csv,-33,4200,1.49830000591643,8.58385416899685,2.59065414533115
-8_-54,-8,-54,CHEES_-32_4200.csv,-32,4200,1.49869225520075,8.61341694627995,2.61864792547695
-10_-56,-10,-56,CHEES_-32_4300.csv,-32,4300,1.49946676814264,8.63957450275734,2.64170743018678
-12_-56,-12,-56,CHEES_-33_4200.csv,-33,4200,1.50144259839086,8.56954707699401,2.56377668343056
-6_-54,-6,-54,CHEES_-32_4200.csv,-32,4200,1.50207376708543,8.62067941544922,2.61238434710749
-16_-58,-16,-58,CHEES_-33_4200.csv,-33,4200,1.50302997401162,8.59098481738543,2.57886492133896
-20_-60,-20,-60,CHEES_-34_4200.csv,-34,4200,1.50325249513726,8.5619279488786,2.54891796832955
-5_-54,-5,-54,CHEES_-32_4200.csv,-32,4200,1.50340303341412,8.62316178130261,2.60954964764615
-14_-58,-14,-58,CHEES_-33_4200.csv,-33,4200,1.50714297818343,8.59742507523408,2.56885316250037
-18_-60,-18,-60,CHEES_-34_4200.csv,-34,4200,1.50830903468499,8.5694311300168,2.53619499127683
-8_-56,-8,-56,CHEES_-33_4200.csv,-33,4200,1.50839411006999,8.58367658979034,2.55010014951039
-7_-56,-7,-56,CHEES_-33_4200.csv,-33,4200,1.50986878601986,8.58653537641088,2.54706023233144
-12_-58,-12,-58,CHEES_-33_4200.csv,-33,4200,1.51103994073394,8.60438836473999,2.56022860180422
-6_-56,-6,-56,CHEES_-33_4200.csv,-33,4200,1.51143854110678,8.59001005088839,2.54425588646125
-5_-56,-5,-56,CHEES_-33_4200.csv,-33,4200,1.51271892456298,8.59241531036778,2.54153961211586
-16_-60,-16,-60,CHEES_-34_4200.csv,-34,4200,1.51277104727605,8.57668473534276,2.52560054623855
-10_-58,-10,-58,CHEES_-33_4200.csv,-33,4200,1.51462499444016,8.61126806526832,2.55276808750767
-14_-60,-14,-60,CHEES_-34_4200.csv,-34,4200,1.51644532793081,8.58213586191685,2.5163545501936
-8_-58,-8,-58,CHEES_-33_4200.csv,-33,4200,1.51812139360666,8.61827571041899,2.54579013599233
