folder,param1,param2,csv_name,c,d,Best_P,Delta_at_BestP,Mu_at_BestP
-30_-50,-30,-50,CHEES_-35_4200.csv,-35,4200,8.36858848999133,2.58867386751907,1.44497865561806
-30_-48,-30,-48,CHEES_-35_4200.csv,-35,4200,8.36888804851103,2.58426757156146,1.44615511923739
-30_-46,-30,-46,CHEES_-34_4200.csv,-34,4200,8.36998922413015,2.67421736674739,1.42394296434569
-30_-52,-30,-52,CHEES_-35_4200.csv,-35,4200,8.37889126461974,2.59284839052217,1.44651071852439
-28_-48,-28,-48,CHEES_-34_4200.csv,-34,4200,8.38024686421991,2.63180606919211,1.43711019875695
-28_-50,-28,-50,CHEES_-35_4200.csv,-35,4200,8.38157890126555,2.55464827107034,1.4567326575488
-30_-44,-30,-44,CHEES_-34_4200.csv,-34,4200,8.38560636712099,2.67461426513357,1.42774802549686
-28_-46,-28,-46,CHEES_-34_4200.csv,-34,4200,8.38569372330223,2.63304315185234,1.43816264286247
-28_-52,-28,-52,CHEES_-35_4200.csv,-35,4200,8.38809382204635,2.55852406265473,1.45739243984791
-26_-48,-26,-48,CHEES_-34_4200.csv,-34,4200,8.39474884591245,2.60327551275427,1.44786833328954
-26_-50,-26,-50,CHEES_-35_4200.csv,-35,4200,8.39688385964286,2.53040655049451,1.46661932728709
-30_-54,-30,-54,CHEES_-35_4200.csv,-35,4200,8.40061011580258,2.59689529816583,1.45092870440919
-26_-52,-26,-52,CHEES_-35_4200.csv,-35,4200,8.40144200851402,2.53381709677272,1.46690622793533
-28_-44,-28,-44,CHEES_-33_4200.csv,-33,4200,8.404305747949,2.73748651669132,1.41670480781442
-26_-46,-26,-46,CHEES_-34_4200.csv,-34,4200,8.40487730748184,2.60532520646501,1.44988802525421
-28_-54,-28,-54,CHEES_-35_4200.csv,-35,4200,8.40513744014617,2.5625197497943,1.46065442258797
-30_-42,-30,-42,CHEES_-33_4200.csv,-33,4200,8.40686098019575,2.79864129241426,1.40205492194537
-24_-48,-24,-48,CHEES_-34_4200.csv,-34,4200,8.41100805423899,2.5825312505284,1.45711920092765
-24_-50,-24,-50,CHEES_-35_4200.csv,-35,4200,8.41212967187441,2.5123916626779,1.47493450229913
-26_-54,-26,-54,CHEES_-35_4200.csv,-35,4200,8.41477945338013,2.53738919712043,1.46934756406492
-24_-52,-24,-52,CHEES_-35_4200.csv,-35,4200,8.41677369406564,2.515375435853,1.47534956455316
-26_-44,-26,-44,CHEES_-33_4200.csv,-33,4200,8.42332446154311,2.70406855573255,1.42981397645264
-24_-46,-24,-46,CHEES_-34_4200.csv,-34,4200,8.42399548588529,2.5851919245452,1.45970089033502
-24_-54,-24,-54,CHEES_-35_4200.csv,-35,4200,8.42513579782901,2.51805600143192,1.47676994909927
-22_-50,-22,-50,CHEES_-34_4200.csv,-34,4200,8.42537416721526,2.56397654392089,1.46534940582359
-22_-52,-22,-52,CHEES_-35_4200.csv,-35,4200,8.42720107702286,2.50026305759389,1.48173450485724
-22_-48,-22,-48,CHEES_-34_4200.csv,-34,4200,8.42800243996243,2.56659300606514,1.46535235847432
-28_-42,-28,-42,CHEES_-33_4200.csv,-33,4200,8.42910390259664,2.74523778080198,1.42096653044867
-30_-56,-30,-56,CHEES_-35_4200.csv,-35,4200,8.42916323279537,2.60097167087641,1.45704789047974
-28_-56,-28,-56,CHEES_-35_4200.csv,-35,4200,8.43015268670202,2.56651614643925,1.46590913506569
-26_-56,-26,-56,CHEES_-35_4200.csv,-35,4200,8.43794360667244,2.54132348611341,1.47415503013976
-22_-54,-22,-54,CHEES_-35_4200.csv,-35,4200,8.43806634750902,2.50282488695726,1.48381036513794
-20_-50,-20,-50,CHEES_-34_4200.csv,-34,4200,8.43901801923852,2.55077047230592,1.47206188673315
-20_-52,-20,-52,CHEES_-35_4200.csv,-35,4200,8.43966071029987,2.48804333460572,1.48790434392354
-20_-48,-20,-48,CHEES_-34_4200.csv,-34,4200,8.44023799906827,2.55368214491634,1.47163896353798
-22_-46,-22,-46,CHEES_-34_4200.csv,-34,4200,8.44102453514098,2.57007079889671,1.46773843406107
-24_-44,-24,-44,CHEES_-33_4200.csv,-33,4200,8.44251959030144,2.68060454800299,1.44047876057461
-30_-40,-30,-40,CHEES_-33_4200.csv,-33,4200,8.44508145952316,2.80320305234417,1.41046960179475
-24_-56,-24,-56,CHEES_-35_4200.csv,-35,4200,8.44690945922872,2.52172927405024,1.48129504629462
-20_-54,-20,-54,CHEES_-35_4200.csv,-35,4200,8.44975385204805,2.49043658462069,1.48982931685684
-18_-50,-18,-50,CHEES_-34_4200.csv,-34,4200,8.45085748573548,2.53981809811991,1.47775984690389
-18_-52,-18,-52,CHEES_-35_4200.csv,-35,4200,8.45113920293045,2.47831170573526,1.4932068742988
-7_-54,-7,-54,CHEES_-34_4200.csv,-34,4200,8.45276080576121,2.55456263898446,1.47454954169419
-18_-48,-18,-48,CHEES_-34_4200.csv,-34,4200,8.45320467232963,2.54349021881486,1.47742861337869
-26_-42,-26,-42,CHEES_-33_4200.csv,-33,4200,8.45377454171948,2.71289067077823,1.43522096773531
-20_-46,-20,-46,CHEES_-34_4200.csv,-34,4200,8.45553574229266,2.55797219185413,1.47439088760963
-22_-56,-22,-56,CHEES_-35_4200.csv,-35,4200,8.45624429975611,2.50596819580309,1.48756902598826
-22_-44,-22,-44,CHEES_-33_4200.csv,-33,4200,8.46000713120467,2.66363610190406,1.44909275732515
-18_-54,-18,-54,CHEES_-35_4200.csv,-35,4200,8.46010377928967,2.47994130569786,1.49504061839795
-16_-50,-16,-50,CHEES_-34_4200.csv,-34,4200,8.46136758923365,2.53083277707936,1.48263370303857
-16_-52,-16,-52,CHEES_-35_4200.csv,-35,4200,8.46224862515351,2.46999547332347,1.49806328795751
-28_-58,-28,-58,CHEES_-35_4200.csv,-35,4200,8.46262502068378,2.57084524641232,1.47294494356786
-30_-58,-30,-58,CHEES_-35_4200.csv,-35,4200,8.46394971215489,2.60512871910304,1.46470524826296
-16_-48,-16,-48,CHEES_-34_4200.csv,-34,4200,8.46460558612364,2.5351416819217,1.48236597605049
-26_-58,-26,-58,CHEES_-35_4200.csv,-35,4200,8.46712215679545,2.54531999932526,1.48045053936755
-20_-38,-20,-38,CHEES_-33_4200.csv,-33,4200,8.46718391742606,2.97891801781968,1.37206647490159
-20_-56,-20,-56,CHEES_-35_4200.csv,-35,4200,8.46740069562332,2.49329541845563,1.49352631929192
-18_-46,-18,-46,CHEES_-34_4200.csv,-34,4200,8.46885767277654,2.5487894620467,1.48001705268246
-16_-54,-16,-54,CHEES_-35_4200.csv,-35,4200,8.46952203851493,2.47125337427197,1.49956716606074
-14_-50,-14,-50,CHEES_-34_4200.csv,-34,4200,8.4707989588713,2.52318131288405,1.48690441149681
-16_-46,-16,-46,CHEES_-32_4200.csv,-32,4200,8.4712797821336,2.78829490391421,1.42074621955485
-14_-52,-14,-52,CHEES_-35_4200.csv,-35,4200,8.4723663335677,2.46277110121765,1.50239880808751
-28_-40,-28,-40,CHEES_-32_4200.csv,-32,4200,8.47416150646295,2.88633518792394,1.39695657963475
-24_-58,-24,-58,CHEES_-35_4200.csv,-35,4200,8.47488839967603,2.52549834484655,1.48734751370737
-14_-48,-14,-48,CHEES_-34_4200.csv,-34,4200,8.47558718186275,2.52795003804712,1.48690928595391
-20_-44,-20,-44,CHEES_-33_4200.csv,-33,4200,8.47604138295952,2.65013644644698,1.45647623412813
-18_-56,-18,-56,CHEES_-35_4200.csv,-35,4200,8.47705346241622,2.48233150710842,1.49868048882695
-24_-42,-24,-42,CHEES_-33_4200.csv,-33,4200,8.47810618287812,2.69164440856394,1.44661544357854
-14_-54,-14,-54,CHEES_-35_4200.csv,-35,4200,8.47987906363374,2.46388750639186,1.50399788931047
-12_-50,-12,-50,CHEES_-34_4200.csv,-34,4200,8.48041942612975,2.51654054568424,1.49096972011138
-12_-52,-12,-52,CHEES_-35_4200.csv,-35,4200,8.48080062584647,2.45662871970401,1.50604297653561
-22_-58,-22,-58,CHEES_-35_4200.csv,-35,4200,8.48399316454412,2.50958851691457,1.49360116190739
-12_-48,-12,-48,CHEES_-34_4200.csv,-34,4200,8.48458944319671,2.52162318568892,1.49074156437695
-16_-56,-16,-56,CHEES_-35_4200.csv,-35,4200,8.48635407984987,2.47334866090424,1.50325135473641
-12_-54,-12,-54,CHEES_-35_4200.csv,-35,4200,8.48845051591092,2.45729297330004,1.50778938565272
-10_-50,-10,-50,CHEES_-34_4200.csv,-34,4200,8.48884182475313,2.5109181761885,1.49448091214116
-10_-52,-10,-52,CHEES_-35_4200.csv,-35,4200,8.48993988521182,2.45127860959837,1.50966531890336
-18_-44,-18,-44,CHEES_-33_4200.csv,-33,4200,8.49068025718295,2.63986040418056,1.4627049632506
-14_-46,-14,-46,CHEES_-34_4200.csv,-34,4200,8.49225953261308,2.53429878416539,1.48949018711192
-20_-58,-20,-58,CHEES_-35_4200.csv,-35,4200,8.49485167696686,2.49699968566743,1.49946299782486
-10_-48,-10,-48,CHEES_-34_4200.csv,-34,4200,8.49509266246847,2.51693023553286,1.4945406067339
-14_-56,-14,-56,CHEES_-35_4200.csv,-35,4200,8.49605702520432,2.46564394436401,1.50760327021008
-10_-54,-10,-54,CHEES_-35_4200.csv,-35,4200,8.49610921976891,2.45169933053798,1.51110247230773
-22_-42,-22,-42,CHEES_-33_4200.csv,-33,4200,8.49645658332128,2.67529297736871,1.45529090148814
-8_-50,-8,-50,CHEES_-34_4200.csv,-34,4200,8.49722442257709,2.50585766836808,1.49784168855225
-30_-38,-30,-38,CHEES_-32_4200.csv,-32,4200,8.49727260135904,2.972747100531,1.38113137520701
-8_-52,-8,-52,CHEES_-35_4200.csv,-35,4200,8.49794857702238,2.44657107917955,1.51284437446071
-28_-60,-28,-60,CHEES_-35_4200.csv,-35,4200,8.49913814559563,2.57524413590625,1.48097350242234
-26_-40,-26,-40,CHEES_-32_4200.csv,-32,4200,8.50102009101543,2.84590100591337,1.41377977127552
-7_-50,-7,-50,CHEES_-34_4200.csv,-34,4200,8.50132188391454,2.50367518755825,1.49941167408907
-18_-58,-18,-58,CHEES_-35_4200.csv,-35,4200,8.50146033309493,2.48557106970051,1.5039723158486
-8_-48,-8,-48,CHEES_-34_4200.csv,-34,4200,8.50161776560484,2.51168546979708,1.49748307395194
-7_-52,-7,-52,CHEES_-35_4200.csv,-35,4200,8.50168055070106,2.44443884546081,1.51431042631006
-12_-46,-12,-46,CHEES_-34_4200.csv,-34,4200,8.50228081820546,2.52851172275336,1.49344227386303
-26_-60,-26,-60,CHEES_-35_4200.csv,-35,4200,8.50293663385257,2.54990076829515,1.48825896638936
-30_-60,-30,-60,CHEES_-35_4200.csv,-35,4200,8.5032193775643,2.60930639208164,1.47347824637067
-12_-56,-12,-56,CHEES_-35_4200.csv,-35,4200,8.50332469054516,2.4588259869945,1.51112467588767
-16_-44,-16,-44,CHEES_-33_4200.csv,-33,4200,8.50338359383806,2.6310333695436,1.46808755607362
-6_-50,-6,-50,CHEES_-34_4200.csv,-34,4200,8.50466419766186,2.50159853773507,1.5007664149817
-6_-52,-6,-52,CHEES_-35_4200.csv,-35,4200,8.50467930884717,2.44221758512948,1.51561543092942
-8_-54,-8,-54,CHEES_-35_4200.csv,-35,4200,8.50478889829324,2.44680094278619,1.51449698887676
-7_-48,-7,-48,CHEES_-34_4200.csv,-34,4200,8.50549634915688,2.50984091491338,1.49891385856088
-5_-50,-5,-50,CHEES_-34_4200.csv,-34,4200,8.50809573607454,2.49927348872847,1.50220556183652
-24_-60,-24,-60,CHEES_-35_4200.csv,-35,4200,8.5083188611283,2.5299303372642,1.49459713096602
-5_-52,-5,-52,CHEES_-35_4200.csv,-35,4200,8.50900801398895,2.4403632845257,1.51716118236581
-6_-48,-6,-48,CHEES_-34_4200.csv,-34,4200,8.50932852982366,2.50777294004198,1.50038889744542
-16_-58,-16,-58,CHEES_-35_4200.csv,-35,4200,8.50985482573551,2.47621176543615,1.50841076507484
-10_-46,-10,-46,CHEES_-34_4200.csv,-34,4200,8.510019048677,2.52371602288816,1.49657575644721
-6_-54,-6,-54,CHEES_-35_4200.csv,-35,4200,8.51141552138051,2.44225670393827,1.51728970436056
-10_-56,-10,-56,CHEES_-35_4200.csv,-35,4200,8.51229771686014,2.45289882881138,1.51484972201219
-5_-48,-5,-48,CHEES_-34_4200.csv,-34,4200,8.51277057211697,2.50571171080239,1.50176471532865
-20_-42,-20,-42,CHEES_-33_4200.csv,-33,4200,8.51299875469102,2.66326732983342,1.4624328562144
-14_-44,-14,-44,CHEES_-33_4200.csv,-33,4200,8.51386479744658,2.62402217494607,1.47246065562513
-5_-54,-5,-54,CHEES_-35_4200.csv,-35,4200,8.51504594764025,2.44008562661062,1.51874008025741
-22_-60,-22,-60,CHEES_-35_4200.csv,-35,4200,8.51513827858924,2.51355763629963,1.5003951605724
-8_-46,-8,-46,CHEES_-34_4200.csv,-34,4200,8.51797859771863,2.51953403654449,1.49961114029354
-8_-56,-8,-56,CHEES_-35_4200.csv,-35,4200,8.51926167753932,2.44767229700721,1.51789734513303
