Run_ID,Delta_SST_degC,Delta_pCO2_ppm,Apparent_Sensitivity_degC_per_doubling
1,4.38576307943498,933.45688561916,5.36484948697385
2,4.35061360978966,935.690841048865,5.37715689199827
3,4.16256696500528,947.584358324595,5.46764367050613
4,4.78852284076447,913.771067184422,5.22854446995425
5,5.13735912555018,897.353791020449,5.11734596463914
6,5.30201996057554,889.1690264951,5.0555795306086
