Run_ID,Delta_SST_degC,Delta_pCO2_ppm,Apparent_Sensitivity_degC_per_doubling
1,6.20935536006505,810.88735107707,8.4695942080441
2,6.1739653010905,811.17187445281,8.52485731134391
3,6.01226052077328,817.30027766868,8.8729807653456
4,6.59086456260832,799.577434290483,7.95497905833227
5,6.96562084746625,791.542361216603,7.60440693541996
6,7.11329989923877,785.947143927313,7.41338583034087
