folder,param1,param2,csv_name,c,d,Best_Mu,P_at_BestMu,Delta_at_BestMu
-18_-35,-18,-35,CHEES_-27_4200.csv,-27,4200,1.3739171136055,5.11360530917713,3.73968819557162
-28_-44,-28,-44,CHEES_-30_4200.csv,-30,4200,1.37459286702059,4.51511491896968,3.14052205194909
-14_-32,-14,-32,CHEES_-26_4200.csv,-26,4200,1.37474601225304,5.50557821012156,4.13083219786851
-20_-37,-20,-37,CHEES_-27_4200.csv,-27,4200,1.37627804913365,5.04195948089319,3.66568143175954
-16_-34,-16,-34,CHEES_-27_4200.csv,-27,4200,1.37767907364853,5.15077316738062,3.77309409373209
-18_-36,-18,-36,CHEES_-27_4200.csv,-27,4200,1.37924006151029,5.06784950287426,3.68860944136398
-12_-32,-12,-32,CHEES_-26_4200.csv,-26,4200,1.37994192014742,5.49998933907923,4.12004741893181
-30_-46,-30,-46,CHEES_-31_4200.csv,-31,4200,1.3801744119144,4.44351352949631,3.06333911758191
-16_-35,-16,-35,CHEES_-27_4200.csv,-27,4200,1.38177792287426,5.10282792133765,3.72104999846339
-22_-40,-22,-40,CHEES_-28_4200.csv,-28,4200,1.38312568976497,4.77063498490296,3.38750929513799
-14_-34,-14,-34,CHEES_-27_4200.csv,-27,4200,1.38387683432722,5.1428865783441,3.75900974401688
-10_-32,-10,-32,CHEES_-26_4200.csv,-26,4200,1.384118314192,5.49513016461993,4.11101185042793
-24_-42,-24,-42,CHEES_-29_4200.csv,-29,4200,1.38450754173305,4.59107462264446,3.20656708091141
-18_-37,-18,-37,CHEES_-28_4200.csv,-28,4200,1.38555887517692,4.82947836661133,3.44391949143441
-16_-36,-16,-36,CHEES_-27_4200.csv,-27,4200,1.38721458051419,5.05573591360411,3.66852133308992
-26_-44,-26,-44,CHEES_-29_4200.csv,-29,4200,1.38726412327276,4.60495420742441,3.21769008415165
-8_-32,-8,-32,CHEES_-26_4200.csv,-26,4200,1.38744450385503,5.49174294450776,4.10429844065274
-14_-35,-14,-35,CHEES_-27_4200.csv,-27,4200,1.38795311248838,5.09493648705976,3.70698337457138
-12_-34,-12,-34,CHEES_-27_4200.csv,-27,4200,1.38873137037659,5.1373928203787,3.74866145000211
-7_-32,-7,-32,CHEES_-26_4200.csv,-26,4200,1.3888972160634,5.49014495698603,4.10124774092263
-28_-46,-28,-46,CHEES_-30_4200.csv,-30,4200,1.38945789336184,4.49718098661352,3.10772309325168
-6_-32,-6,-32,CHEES_-26_4200.csv,-26,4200,1.39031801646902,5.4896201458227,4.09930212935368
-18_-38,-18,-38,CHEES_-28_4200.csv,-28,4200,1.39051697110727,4.7959874680156,3.40547049690833
-10_-35,-10,-35,CHEES_-26_4200.csv,-26,4200,1.39086634603519,5.45550116989862,4.06463482386344
-5_-32,-5,-32,CHEES_-26_4200.csv,-26,4200,1.391566644102,5.48862820600316,4.09706156190116
-16_-37,-16,-37,CHEES_-28_4200.csv,-28,4200,1.39277592787617,4.82063858276761,3.42786265489143
-10_-34,-10,-34,CHEES_-27_4200.csv,-27,4200,1.39294610126803,5.13336684283765,3.74042074156962
-12_-35,-12,-35,CHEES_-27_4200.csv,-27,4200,1.39301252200118,5.08887023723849,3.69585771523731
-14_-36,-14,-36,CHEES_-27_4200.csv,-27,4200,1.39307817353839,5.04907205649019,3.6559938829518
-20_-40,-20,-40,CHEES_-28_4200.csv,-28,4200,1.39349404885004,4.74859928353085,3.35510523468081
-30_-48,-30,-48,CHEES_-31_4200.csv,-31,4200,1.39439964482325,4.43249817016066,3.03809852533742
-22_-42,-22,-42,CHEES_-29_4200.csv,-29,4200,1.39547736698169,4.56477879978146,3.16930143279976
-8_-34,-8,-34,CHEES_-27_4200.csv,-27,4200,1.39642861523054,5.12974552205764,3.7333169068271
-16_-38,-16,-38,CHEES_-28_4200.csv,-28,4200,1.39749746757558,4.78579451168659,3.38829704411101
-7_-34,-7,-34,CHEES_-27_4200.csv,-27,4200,1.39788713785509,5.12925674228978,3.73136960443469
-12_-36,-12,-36,CHEES_-27_4200.csv,-27,4200,1.39839889731773,5.04236458175804,3.64396568444031
-24_-44,-24,-44,CHEES_-29_4200.csv,-29,4200,1.39848303265396,4.55928554009604,3.16080250744207
-14_-37,-14,-37,CHEES_-28_4200.csv,-28,4200,1.39865440938232,4.81543451436643,3.41678010498411
-6_-34,-6,-34,CHEES_-27_4200.csv,-27,4200,1.39925973626806,5.1266108436072,3.72735110733915
-26_-46,-26,-46,CHEES_-30_4200.csv,-30,4200,1.4005023555539,4.43559533616423,3.03509298061034
-5_-34,-5,-34,CHEES_-27_4200.csv,-27,4200,1.40072326547259,5.12604286574679,3.72531960027419
-8_-35,-8,-35,CHEES_-27_4200.csv,-27,4200,1.40136280117237,5.08213266541351,3.68076986424114
-18_-40,-18,-40,CHEES_-28_4200.csv,-28,4200,1.40174112591895,4.734384493823,3.33264336790404
-7_-35,-7,-35,CHEES_-27_4200.csv,-27,4200,1.40244127233619,5.07974849516592,3.67730722282973
-10_-36,-10,-36,CHEES_-27_4200.csv,-27,4200,1.40266739844324,5.03788998688273,3.6352225884395
-14_-38,-14,-38,CHEES_-28_4200.csv,-28,4200,1.40335283154278,4.77923333335982,3.37588050181704
-12_-37,-12,-37,CHEES_-28_4200.csv,-28,4200,1.40361609330725,4.80940808238788,3.40579198908063
-28_-48,-28,-48,CHEES_-31_4200.csv,-31,4200,1.40368043990782,4.34788890664491,2.94420846673708
-6_-35,-6,-35,CHEES_-27_4200.csv,-27,4200,1.40401227511814,5.07848468205061,3.67447240693248
-20_-42,-20,-42,CHEES_-29_4200.csv,-29,4200,1.40483055259027,4.54768008640323,3.14284953381297
-5_-35,-5,-35,CHEES_-27_4200.csv,-27,4200,1.40555086447641,5.07584717524332,3.67029631076691
-8_-36,-8,-36,CHEES_-27_4200.csv,-27,4200,1.40653397374009,5.03406667616819,3.6275327024281
-10_-37,-10,-37,CHEES_-28_4200.csv,-28,4200,1.40775359574178,4.80585401133784,3.39810041559606
-7_-36,-7,-36,CHEES_-27_4200.csv,-27,4200,1.40822394711171,5.03123021019921,3.6230062630875
-12_-38,-12,-38,CHEES_-28_4200.csv,-28,4200,1.40828686757147,4.7738162357639,3.36552936819243
-22_-44,-22,-44,CHEES_-29_4200.csv,-29,4200,1.40844089889551,4.53242659322969,3.12398569433418
-16_-40,-16,-40,CHEES_-28_4200.csv,-28,4200,1.40858621885889,4.72401467993093,3.31542846107204
-30_-50,-30,-50,CHEES_-32_4200.csv,-32,4200,1.40901453333244,4.29156310773464,2.88254857440219
-6_-36,-6,-36,CHEES_-27_4200.csv,-27,4200,1.4103901632933,5.03062389604519,3.62023373275189
-24_-46,-24,-46,CHEES_-30_4200.csv,-30,4200,1.41073475819914,4.402053381549,2.99131862334987
-5_-36,-5,-36,CHEES_-27_4200.csv,-27,4200,1.41122516285289,5.02956372062035,3.61833855776745
-8_-37,-8,-37,CHEES_-28_4200.csv,-28,4200,1.41129515085689,4.80302583973598,3.39173068887909
-18_-42,-18,-42,CHEES_-29_4200.csv,-29,4200,1.41261187437983,4.53446593380865,3.12185405942881
-10_-38,-10,-38,CHEES_-28_4200.csv,-28,4200,1.4126642489883,4.76874739401558,3.35608314502728
-7_-37,-7,-37,CHEES_-28_4200.csv,-28,4200,1.41296101283242,4.80070132776326,3.38774031493084
-6_-37,-6,-37,CHEES_-28_4200.csv,-28,4200,1.41434502369879,4.80023996872523,3.38589494502644
-26_-48,-26,-48,CHEES_-31_4200.csv,-31,4200,1.41460658820738,4.30386909000456,2.88926250179719
-14_-40,-14,-40,CHEES_-28_4200.csv,-28,4200,1.41469528801206,4.71602831007504,3.30133302206298
-5_-37,-5,-37,CHEES_-28_4200.csv,-28,4200,1.41590352235124,4.79950240368965,3.3835988813384
-8_-38,-8,-38,CHEES_-28_4200.csv,-28,4200,1.41632182125802,4.7653487743289,3.34902695307088
-20_-44,-20,-44,CHEES_-29_4200.csv,-29,4200,1.41718444673108,4.51308329192867,3.09589884519759
-28_-50,-28,-50,CHEES_-31_4200.csv,-31,4200,1.41756682872003,4.34205640817724,2.92448957945721
-7_-38,-7,-38,CHEES_-28_4200.csv,-28,4200,1.41799043882086,4.76390851309015,3.34591807426929
-6_-38,-6,-38,CHEES_-28_4200.csv,-28,4200,1.41937688381572,4.76343103476584,3.34405415095013
-16_-42,-16,-42,CHEES_-29_4200.csv,-29,4200,1.41945616142216,4.52698922482196,3.1075330633998
-12_-40,-12,-40,CHEES_-28_4200.csv,-28,4200,1.4195537641608,4.71081000573997,3.29125624157918
-22_-46,-22,-46,CHEES_-30_4200.csv,-30,4200,1.42005490060247,4.38006049255173,2.96000559194926
-16_-46,-16,-46,CHEES_-32_4200.csv,-32,4200,1.42074621955485,4.20904112346905,2.78829490391421
-5_-38,-5,-38,CHEES_-28_4200.csv,-28,4200,1.42076877963484,4.76178142568566,3.34101264605082
-12_-48,-12,-48,CHEES_-31_4200.csv,-31,4200,1.42154565912229,4.49694585729809,3.07540019817581
-30_-52,-30,-52,CHEES_-32_4200.csv,-32,4200,1.42212713798428,4.29230077255827,2.87017363457399
-10_-48,-10,-48,CHEES_-31_4200.csv,-31,4200,1.42308967286529,4.4573205576498,3.03423088478451
-10_-40,-10,-40,CHEES_-28_4200.csv,-28,4200,1.4239466066839,4.70548676718972,3.28154016050582
-24_-48,-24,-48,CHEES_-30_4200.csv,-30,4200,1.42422829611566,4.38753811397742,2.96330981786176
-14_-42,-14,-42,CHEES_-29_4200.csv,-29,4200,1.42452124811354,4.51908047754519,3.09455922943165
-18_-44,-18,-44,CHEES_-29_4200.csv,-29,4200,1.42457469698043,4.49989530190609,3.07532060492566
-26_-50,-26,-50,CHEES_-31_4200.csv,-31,4200,1.42681716729655,4.29838230653251,2.87156513923596
-8_-40,-8,-40,CHEES_-29_4200.csv,-29,4200,1.42756179702479,4.5520502157125,3.12448841868771
-20_-46,-20,-46,CHEES_-30_4200.csv,-30,4200,1.42803410774694,4.36489205978604,2.93685795203911
-7_-40,-7,-40,CHEES_-29_4200.csv,-29,4200,1.42943157353686,4.5511740969114,3.12174252337454
-12_-42,-12,-42,CHEES_-29_4200.csv,-29,4200,1.42967331807599,4.51344095487473,3.08376763679874
-16_-44,-16,-44,CHEES_-29_4200.csv,-29,4200,1.4305696834278,4.4907835211531,3.0602138377253
-28_-52,-28,-52,CHEES_-32_4200.csv,-32,4200,1.43081108360016,4.23517654619821,2.80436546259805
-6_-40,-6,-40,CHEES_-28_4200.csv,-28,4200,1.43098190968239,4.6976954468008,3.26671353711841
-5_-40,-5,-40,CHEES_-29_4200.csv,-29,4200,1.4325381322656,4.54776518902323,3.11522705675763
-22_-48,-22,-48,CHEES_-31_4200.csv,-31,4200,1.43266145031224,4.25950377576272,2.82684232545048
-10_-42,-10,-42,CHEES_-29_4200.csv,-29,4200,1.43371101216162,4.5087225846318,3.07501157247018
-18_-46,-18,-46,CHEES_-30_4200.csv,-30,4200,1.43489209190779,4.35329609369083,2.91840400178304
-30_-54,-30,-54,CHEES_-33_4200.csv,-33,4200,1.43568669319058,4.19500699902796,2.75932030583738
-24_-50,-24,-50,CHEES_-31_4200.csv,-31,4200,1.43576341892949,4.27069400013212,2.83493058120263
-14_-44,-14,-44,CHEES_-29_4200.csv,-29,4200,1.43610854639163,4.48275583447311,3.04664728808148
-8_-42,-8,-42,CHEES_-29_4200.csv,-29,4200,1.43730895943954,4.50559830305381,3.06828934361426
-7_-42,-7,-42,CHEES_-29_4200.csv,-29,4200,1.43897024354653,4.50409971284158,3.06512946929505
-26_-52,-26,-52,CHEES_-32_4200.csv,-32,4200,1.43962239938868,4.2012218937235,2.76159949433483
-20_-48,-20,-48,CHEES_-31_4200.csv,-31,4200,1.44004413211406,4.24667450001839,2.80663036790433
-6_-42,-6,-42,CHEES_-29_4200.csv,-29,4200,1.44050011381069,4.50261459027807,3.06211447646738
-12_-44,-12,-44,CHEES_-30_4200.csv,-30,4200,1.44085572650737,4.35725044845766,2.91639472195029
-8_-46,-8,-46,CHEES_-29_4200.csv,-29,4200,1.44218840707826,4.55264182894613,3.11045342186787
-5_-42,-5,-42,CHEES_-29_4200.csv,-29,4200,1.44231149359171,4.500903229811,3.05859173621929
-28_-54,-28,-54,CHEES_-32_4200.csv,-32,4200,1.4436162265279,4.23848610233769,2.79486987580979
-22_-50,-22,-50,CHEES_-31_4200.csv,-31,4200,1.44367120816624,4.25223396025115,2.8085627520849
-10_-44,-10,-44,CHEES_-30_4200.csv,-30,4200,1.44493201538037,4.35359026191057,2.9086582465302
-14_-46,-14,-46,CHEES_-30_4200.csv,-30,4200,1.4462486563571,4.33795031298814,2.89170165663103
-18_-48,-18,-48,CHEES_-30_4200.csv,-30,4200,1.44672198173933,4.33648681357058,2.88976483183125
-30_-56,-30,-56,CHEES_-33_4200.csv,-33,4200,1.44778045012102,4.20281161025358,2.75503116013256
-24_-52,-24,-52,CHEES_-32_4200.csv,-32,4200,1.44820134432446,4.17906668336806,2.73086533904359
-8_-44,-8,-44,CHEES_-30_4200.csv,-30,4200,1.44856563416966,4.35038417442786,2.90181854025819
-7_-44,-7,-44,CHEES_-30_4200.csv,-30,4200,1.45025556688902,4.34846699355239,2.89821142666337
-5_-44,-5,-44,CHEES_-29_4200.csv,-29,4200,1.45053643086354,4.47351256023583,3.02297612937229
-12_-46,-12,-46,CHEES_-30_4200.csv,-30,4200,1.45084219776395,4.33254193151779,2.88169973375384
-20_-50,-20,-50,CHEES_-31_4200.csv,-31,4200,1.45085727290127,4.23831451582621,2.78745724292494
-26_-54,-26,-54,CHEES_-32_4200.csv,-32,4200,1.45151861442961,4.20444655378517,2.75292793935557
-6_-44,-6,-44,CHEES_-30_4200.csv,-30,4200,1.45175184267379,4.3471396778227,2.89538783514891
-16_-48,-16,-48,CHEES_-31_4200.csv,-31,4200,1.4519334559774,4.22952484983466,2.77759139385726
-10_-46,-10,-46,CHEES_-30_4200.csv,-30,4200,1.45498091352871,4.32821823096743,2.87323731743872
-22_-52,-22,-52,CHEES_-32_4200.csv,-32,4200,1.45529353929026,4.1633824389788,2.70808889968853
-28_-56,-28,-56,CHEES_-33_4200.csv,-33,4200,1.45565719734884,4.16046262018992,2.70480542284108
-14_-48,-14,-48,CHEES_-31_4200.csv,-31,4200,1.45686994521779,4.22368885294939,2.7668189077316
-18_-50,-18,-50,CHEES_-31_4200.csv,-31,4200,1.45707210312658,4.22798092727409,2.7709088241475
-24_-54,-24,-54,CHEES_-32_4200.csv,-32,4200,1.45944910916824,4.18164568183504,2.7221965726668
-7_-46,-7,-46,CHEES_-30_4200.csv,-30,4200,1.46015495642048,4.32319880340737,2.8630438469869
-30_-58,-30,-58,CHEES_-34_4200.csv,-34,4200,1.46043385037095,4.13399423547393,2.67356038510298
-6_-46,-6,-46,CHEES_-30_4200.csv,-30,4200,1.46171804350551,4.32170957846635,2.85999153496084
-20_-52,-20,-52,CHEES_-32_4200.csv,-32,4200,1.46196271062756,4.15203715320256,2.690074442575
-16_-50,-16,-50,CHEES_-31_4200.csv,-31,4200,1.46217570613866,4.2201195510058,2.75794384486714
-5_-46,-5,-46,CHEES_-30_4200.csv,-30,4200,1.4632549074314,4.32041772012812,2.85716281269672
-26_-56,-26,-56,CHEES_-33_4200.csv,-33,4200,1.46348245820843,4.13319248453533,2.6697100263269
-22_-54,-22,-54,CHEES_-32_4200.csv,-32,4200,1.46622047542673,4.16534223015624,2.69912175472951
-14_-50,-14,-50,CHEES_-31_4200.csv,-31,4200,1.46701541193823,4.21364635063626,2.74663093869803
-18_-52,-18,-52,CHEES_-32_4200.csv,-32,4200,1.4677421078898,4.14287954692207,2.67513743903227
-28_-58,-28,-58,CHEES_-33_4200.csv,-33,4200,1.4677658745828,4.16988770611094,2.70212183152814
-8_-48,-8,-48,CHEES_-31_4200.csv,-31,4200,1.46903781800772,4.21134343796765,2.74230561995993
-10_-52,-10,-52,CHEES_-32_4200.csv,-32,4200,1.4698419146063,4.14791809697149,2.67807618236519
-7_-48,-7,-48,CHEES_-31_4200.csv,-31,4200,1.47063713600883,4.21040406246165,2.73976692645281
-24_-56,-24,-56,CHEES_-33_4200.csv,-33,4200,1.47063970718008,4.11441387725311,2.64377417007303
-12_-50,-12,-50,CHEES_-31_4200.csv,-31,4200,1.47152341276538,4.20878293916591,2.73725952640054
-30_-60,-30,-60,CHEES_-34_4200.csv,-34,4200,1.47181943888165,4.14613456097197,2.67431512209033
-6_-48,-6,-48,CHEES_-31_4200.csv,-31,4200,1.47202966509761,4.20885983886535,2.73683017376774
-20_-54,-20,-54,CHEES_-32_4200.csv,-32,4200,1.4722926902227,4.15310173213792,2.68080904191522
-16_-52,-16,-52,CHEES_-32_4200.csv,-32,4200,1.47340364516737,4.13669173745688,2.66328809228951
-5_-48,-5,-48,CHEES_-31_4200.csv,-31,4200,1.47366909791728,4.20789649778634,2.73422739986906
-7_-54,-7,-54,CHEES_-34_4200.csv,-34,4200,1.47454954169419,4.02911218067865,2.55456263898446
-26_-58,-26,-58,CHEES_-33_4200.csv,-33,4200,1.47488080350251,4.14258654714596,2.66770574364345
-10_-50,-10,-50,CHEES_-31_4200.csv,-31,4200,1.47548602483538,4.20441666936274,2.72893064452736
-22_-56,-22,-56,CHEES_-33_4200.csv,-33,4200,1.47707287655153,4.10047655325314,2.62340367670161
-14_-52,-14,-52,CHEES_-32_4200.csv,-32,4200,1.47756630232196,4.13017465564588,2.65260835332392
-18_-54,-18,-54,CHEES_-32_4200.csv,-32,4200,1.47791772431476,4.14361425528982,2.66569653097506
-8_-50,-8,-50,CHEES_-31_4200.csv,-31,4200,1.47898827989933,4.20041475470292,2.72142647480359
-28_-60,-28,-60,CHEES_-34_4200.csv,-34,4200,1.47899571079989,4.11315098752536,2.63415527672547
-7_-50,-7,-50,CHEES_-31_4200.csv,-31,4200,1.48077507917857,4.1992422919611,2.71846721278254
-24_-58,-24,-58,CHEES_-33_4200.csv,-33,4200,1.48141041867301,4.1227985458251,2.64138812715209
-12_-52,-12,-52,CHEES_-32_4200.csv,-32,4200,1.48176983378066,4.12561799582962,2.64384816204896
-6_-50,-6,-50,CHEES_-31_4200.csv,-31,4200,1.4821755980651,4.19773807851697,2.71556248045187
-20_-56,-20,-56,CHEES_-33_4200.csv,-33,4200,1.48302266347367,4.08999432301987,2.6069716595462
-16_-54,-16,-54,CHEES_-32_4200.csv,-32,4200,1.4831612271771,4.13627734772806,2.65311612055097
-5_-50,-5,-50,CHEES_-31_4200.csv,-31,4200,1.48356300663186,4.19621397231681,2.71265096568495
-26_-60,-26,-60,CHEES_-34_4200.csv,-34,4200,1.48557856106538,4.09045695407999,2.60487839301461
-22_-58,-22,-58,CHEES_-33_4200.csv,-33,4200,1.48752723154865,4.10823822775472,2.62071099620607
-14_-54,-14,-54,CHEES_-32_4200.csv,-32,4200,1.48770495003893,4.13077507194208,2.64307012190315
-18_-56,-18,-56,CHEES_-33_4200.csv,-33,4200,1.48832408379064,4.08179107971863,2.59346699592799
-8_-52,-8,-52,CHEES_-32_4200.csv,-32,4200,1.48879030215693,4.11844755319804,2.62965725104111
-7_-52,-7,-52,CHEES_-32_4200.csv,-32,4200,1.49045438959279,4.11710201231077,2.62664762271799
-12_-54,-12,-54,CHEES_-32_4200.csv,-32,4200,1.4914640197787,4.12496235731592,2.63349833753722
-24_-60,-24,-60,CHEES_-34_4200.csv,-34,4200,1.49196508600635,4.07393853146974,2.58197344546338
-6_-52,-6,-52,CHEES_-32_4200.csv,-32,4200,1.49216629981153,4.11600568971195,2.62383938990041
-16_-56,-16,-56,CHEES_-33_4200.csv,-33,4200,1.4930272665109,4.07515522464375,2.58212795813284
-20_-58,-20,-58,CHEES_-33_4200.csv,-33,4200,1.493202513309,4.09742937888319,2.60422686557419
-5_-52,-5,-52,CHEES_-32_4200.csv,-32,4200,1.49342750999294,4.11449702201334,2.6210695120204
-10_-54,-10,-54,CHEES_-32_4200.csv,-32,4200,1.4952251669022,4.12076316919323,2.62553800229102
-14_-56,-14,-56,CHEES_-33_4200.csv,-33,4200,1.49764889863627,4.06972376012665,2.57207486149038
-22_-60,-22,-60,CHEES_-34_4200.csv,-34,4200,1.49776668093949,4.06145640361538,2.56368972267589
-18_-58,-18,-58,CHEES_-33_4200.csv,-33,4200,1.49830000591643,4.08895415124757,2.59065414533115
-8_-54,-8,-54,CHEES_-32_4200.csv,-32,4200,1.49869225520075,4.1173401806777,2.61864792547695
-10_-56,-10,-56,CHEES_-32_4300.csv,-32,4300,1.49946676814264,4.14117419832942,2.64170743018678
-12_-56,-12,-56,CHEES_-33_4200.csv,-33,4200,1.50144259839086,4.06521928182142,2.56377668343056
-6_-54,-6,-54,CHEES_-32_4200.csv,-32,4200,1.50207376708543,4.11445811419293,2.61238434710749
-16_-58,-16,-58,CHEES_-33_4200.csv,-33,4200,1.50302997401162,4.08189489535058,2.57886492133896
-20_-60,-20,-60,CHEES_-34_4200.csv,-34,4200,1.50325249513726,4.05217046346681,2.54891796832955
-5_-54,-5,-54,CHEES_-32_4200.csv,-32,4200,1.50340303341412,4.11295268106027,2.60954964764615
-14_-58,-14,-58,CHEES_-33_4200.csv,-33,4200,1.50714297818343,4.0759961406838,2.56885316250037
-18_-60,-18,-60,CHEES_-34_4200.csv,-34,4200,1.50830903468499,4.04450402596182,2.53619499127683
-8_-56,-8,-56,CHEES_-33_4200.csv,-33,4200,1.50839411006999,4.05849425958038,2.55010014951039
-7_-56,-7,-56,CHEES_-33_4200.csv,-33,4200,1.50986878601986,4.0569290183513,2.54706023233144
-12_-58,-12,-58,CHEES_-33_4200.csv,-33,4200,1.51103994073394,4.07126854253816,2.56022860180422
-6_-56,-6,-56,CHEES_-33_4200.csv,-33,4200,1.51143854110678,4.05569442756804,2.54425588646125
-5_-56,-5,-56,CHEES_-33_4200.csv,-33,4200,1.51271892456298,4.05425853667884,2.54153961211586
-16_-60,-16,-60,CHEES_-34_4200.csv,-34,4200,1.51277104727605,4.0383715935146,2.52560054623855
-10_-58,-10,-58,CHEES_-33_4200.csv,-33,4200,1.51462499444016,4.06739308194783,2.55276808750767
-14_-60,-14,-60,CHEES_-34_4200.csv,-34,4200,1.51644532793081,4.03279987812441,2.5163545501936
-8_-58,-8,-58,CHEES_-33_4200.csv,-33,4200,1.51812139360666,4.063911529599,2.54579013599233
-7_-58,-7,-58,CHEES_-33_4200.csv,-33,4200,1.5194729064014,4.06218695471452,2.54271404831312
-12_-60,-12,-60,CHEES_-34_4200.csv,-34,4200,1.52054139200272,4.02886888438904,2.50832749238632
