Run_ID,Delta_SST_degC,Delta_pCO2_ppm,Apparent_Sensitivity_degC_per_doubling
1,3.19011573182411,922.235487450906,3.93852403302717
2,3.15699049196451,924.308413205081,3.93866544724126
3,2.96918328878195,935.553257636259,3.93907206502617
4,3.57319500311013,902.303834931027,3.93823573775015
5,3.91870013976205,886.440930473646,3.93804468577442
6,4.0964663406109,879.015272118405,3.93811935153815
