time_yr,d13C_DIC_mean,d13C_DIC_p5,d13C_DIC_p95,CO2_mean_ppm,CO2_p5_ppm,CO2_p95_ppm,SST_mean_degC,SST_p5_degC,SST_p95_degC,f_CH4_mean_mol_per_yr,f_CH4_p5_mol_per_yr,f_CH4_p95_mol_per_yr,f_volcanic_CO2_mean_mol_per_yr,f_volcCO2_p5_mol_per_yr,f_volcCO2_p95_mol_per_yr,d13C_input_mean,d13C_input_p5,d13C_input_p95,CH4_mean_ppm,CH4_p5_ppm,CH4_p95_ppm
0.0772242621533549,2.33484565493732,2.14457967660083,2.55514870169972,1097.83479976804,831.990849425721,1363.38388049617,29.6022596189712,28.1218594981829,30.9208899123954,3063978869146.31,3019624239117.56,3097531092601.38,16396535193499.1,16362982970044.1,16440889823527.9,-27.3965005274051,-27.3965005274051,-27.3965005274051,0.200253525551663,0.198607279865667,0.201660155626852
0.0941992714145317,2.3348461195087,2.14458008657143,2.55514915062036,1097.83684856965,831.993079203922,1363.38589894505,29.6038470167364,28.1237606090157,30.9224071974531,4931997707531.89,4673537122929.27,5072819890925.1,18468998364951.4,18226230500922,18665396505536.9,-27.8817517715049,-27.9232859898072,-27.8200172604911,0.201118402115177,0.199431391615019,0.202698835580711
0.111174280675708,2.33484704251586,2.14458113645541,2.5551498049405,1097.8390430007,831.9951873712,1363.38815782186,29.6059451486616,28.1257712241455,30.9246353663082,5889344666508.77,5889344666508.77,5889344666508.78,19311103200452.2,19311103200452.2,19311103200452.2,-28.1033,-28.1033,-28.1033,0.20226526755268,0.200646245696302,0.203800510141612
0.135973449243032,2.33484900230767,2.14458402509958,2.55515145466494,1097.84208220446,831.998058926116,1363.3914879786,29.6085920987675,28.1283735661955,30.9274432803564,5889576953710.95,5889576953710.94,5889576953710.95,19311864867902,19311864867902,19311864867902,-28.1033,-28.1033,-28.1033,0.203717246625783,0.202182157448478,0.205230098696555
0.160772617810356,2.33485302094737,2.14459086926207,2.55515417846187,1097.84549302727,832.001107143306,1363.39542501313,29.6111655805201,28.1306344342612,30.9299272852052,5889809240913.12,5889809240913.11,5889809240913.13,19312626535351.8,19312626535351.8,19312626535351.8,-28.1033,-28.1033,-28.1033,0.20513507697268,0.203555270945933,0.206474463068898
0.18557178637768,2.33485773441851,2.1445977134244,2.55515726557223,1097.84900323851,832.004280336873,1363.39936204767,29.6136491833094,28.1330821904741,30.9324112900539,5890041528115.29,5890041528115.29,5890041528115.3,19313388202801.7,19313388202801.6,19313388202801.7,-28.1033,-28.1033,-28.1033,0.206509682042211,0.204928384443388,0.207831921468606
0.433563472050917,2.33493902531643,2.14468348265864,2.55522396053228,1097.89007371413,832.042064991608,1363.44230345575,29.6374556871228,28.1569363850298,30.9563859618574,5892364400137.01,5892364400137,5892364400137.01,19321004877299.9,19321004877299.9,19321004877299.9,-28.1033,-28.1033,-28.1033,0.219844770775005,0.218321194372211,0.221216282397201
0.681555157724154,2.33505634824009,2.1447957238528,2.55533909174773,1097.93972370069,832.090065831387,1363.49264683983,29.6585410957881,28.1776436556045,30.9779019783963,5894687272158.73,5894687272158.72,5894687272158.73,19328621551798.2,19328621551798.1,19328621551798.2,-28.1033,-28.1033,-28.1033,0.231987210880994,0.230687951505714,0.233153294299314
0.929546843397392,2.33517203443936,2.14489299602371,2.55546482478804,1097.99230848996,832.141985208677,1363.54545305383,29.6777231913978,28.1966515419282,30.9968039173361,5897010144180.44,5897010144180.44,5897010144180.45,19336238226296.4,19336238226296.4,19336238226296.4,-28.1033,-28.1033,-28.1033,0.243277197073732,0.241893410396457,0.244287444050943
1.17753852907063,2.33526491000192,2.14497506890184,2.55556199734257,1098.0443131795,832.192330719414,1363.59812005912,29.6955386926767,28.2145427042193,31.0146338552809,5899333016202.16,5899333016202.15,5899333016202.16,19343854900794.7,19343854900794.7,19343854900794.7,-28.1033,-28.1033,-28.1033,0.254013613193372,0.252611192868338,0.255326820672502
1.70272740308861,2.33539384515413,2.14508701632459,2.55570857275559,1098.15595133955,832.301860400792,1363.710950964,29.7282503427276,28.2476623101916,31.0473052515482,5904252320404.88,5904252320404.88,5904252320404.89,19359985250861.2,19359985250861.2,19359985250861.2,-28.1033,-28.1033,-28.1033,0.274236983207799,0.272810123481506,0.27548664120816
2.2279162771066,2.33543158416056,2.14515747447487,2.55572533513332,1098.26820945118,832.41002711061,1363.82888663686,29.7552370609151,28.2746162278432,31.0744648841228,5909171624607.61,5909171624607.6,5909171624607.62,19376115600927.7,19376115600927.7,19376115600927.7,-28.1033,-28.1033,-28.1033,0.291480500866141,0.290148030343801,0.292692033036621
2.75310515112458,2.33539583123587,2.1451689041707,2.55565445152292,1098.37976326879,832.516010316717,1363.94779318113,29.778340546848,28.2982545589501,31.0972221142976,5914090928810.33,5914090928810.32,5914090928810.34,19392245950994.3,19392245950994.3,19392245950994.3,-28.1033,-28.1033,-28.1033,0.306569024502711,0.305044638601613,0.308067279415482
3.27829402514257,2.33528087204385,2.14507972574564,2.55550698693449,1098.4894386586,832.622160653801,1364.0608041852,29.7978338233895,28.3181460374221,31.1162956823007,5919010233013.06,5919010233013.06,5919010233013.07,19408376301060.8,19408376301060.8,19408376301060.8,-28.1033,-28.1033,-28.1033,0.319550402433197,0.317801793486641,0.321247615814071
3.80348289916055,2.33508229044679,2.14489880139246,2.55527010213424,1098.59567773132,832.726280205246,1364.16802499062,29.8142034435666,28.3347302280857,31.1321289340912,5923929537215.79,5923929537215.78,5923929537215.79,19424506651127.3,19424506651127.3,19424506651127.3,-28.1033,-28.1033,-28.1033,0.330640858659599,0.328597500830117,0.332422917023014
4.70088408650532,2.33461108894762,2.14448904722235,2.55472611411031,1098.77201630378,832.900567843623,1364.34578728513,29.8373435727948,28.3582786983566,31.1551722767514,5932335254950.55,5932335254950.55,5932335254950.56,19452068916853.3,19452068916853.3,19452068916853.3,-28.1033,-28.1033,-28.1033,0.346515263559863,0.34448020193768,0.348453702768237
5.59828527385009,2.33399193023263,2.14395002960919,2.55400407556288,1098.94172037608,833.068602255069,1364.51630456071,29.8552564388547,28.3763323572657,31.1730334130748,5940740972685.33,5940740972685.32,5940740972685.33,19479631182579.2,19479631182579.2,19479631182579.2,-28.1033,-28.1033,-28.1033,0.358944251323194,0.356961153475092,0.36085767160057
6.49568646119485,2.33328228796204,2.14333558518062,2.55318415328537,1099.10750675172,833.233043295589,1364.68356520406,29.8696688890751,28.3912877924546,31.1870277984086,5949146690420.09,5949146690420.08,5949146690420.09,19507193448305.2,19507193448305.2,19507193448305.2,-28.1033,-28.1033,-28.1033,0.368979527576373,0.366798352345321,0.371144380689539
7.39308764853962,2.33250291757411,2.14266944345174,2.5522721583641,1099.27036784827,833.394086445167,1364.84824443261,29.8811420355919,28.4032365240037,31.1981484090634,5957552408154.86,5957552408154.86,5957552408154.86,19534755714031.1,19534755714031.1,19534755714031.1,-28.1033,-28.1033,-28.1033,0.376948019564334,0.374615942056222,0.379320506324918
8.29048883588439,2.33167105095379,2.14196339250374,2.55128843112133,1099.4304483099,833.552014314165,1365.01009237829,29.8903026564423,28.4128295056517,31.2068160730257,5965958125889.63,5965958125889.62,5965958125889.63,19562317979757,19562317979757,19562317979757,-28.1033,-28.1033,-28.1033,0.383256375944435,0.380674755513848,0.385806114296513
9.66772026241847,2.33034082564083,2.14084219750584,2.54970678185627,1099.67321160971,833.791780318631,1365.25545840215,29.901221001759,28.4240128203388,31.2175760918649,5978858285584.25,5978858285584.25,5978858285584.26,19604617476436.5,19604617476436.5,19604617476436.5,-28.1033,-28.1033,-28.1033,0.390630328020643,0.388105861737027,0.393150055780217
11.0449516889526,2.32897008267128,2.13968100358202,2.54807949632946,1099.91232134476,834.028308225439,1365.49637613763,29.9093814946356,28.4325079571023,31.225490478602,5991758445278.89,5991758445278.88,5991758445278.89,19646916973116,19646916973116,19646916973116,-28.1033,-28.1033,-28.1033,0.395951333406244,0.39342641890933,0.398488810745573
12.4221831154866,2.32758683385971,2.1385147450616,2.54643831561785,1100.149098717,834.262727056038,1365.7355718553,29.9157656804688,28.4394465713826,31.2313990929937,6004658604973.52,6004658604973.51,6004658604973.52,19689216469795.5,19689216469795.5,19689216469795.5,-28.1033,-28.1033,-28.1033,0.39993233938046,0.397232101984842,0.402653411843905
13.7994145420207,2.32620462017986,2.13735168523394,2.5447908339556,1100.38401943714,834.494989931246,1365.9726885573,29.9207470961935,28.4449239464102,31.2359801461977,6017558764668.15,6017558764668.14,6017558764668.15,19731515966475,19731515966475,19731515966475,-28.1033,-28.1033,-28.1033,0.402844685810296,0.400028840040769,0.405705657677439
15.1766459685548,2.3248341387371,2.13620889614688,2.54314892207629,1100.61688886727,834.724936757172,1366.20786424843,29.9247859408512,28.4494038342849,31.2396532121547,6030458924362.78,6030458924362.78,6030458924362.79,19773815463154.4,19773815463154.4,19773815463154.5,-28.1033,-28.1033,-28.1033,0.405037828643434,0.402133869988219,0.40799752634738
17.3345154361832,2.32273770132241,2.13444866168664,2.54064539965224,1100.97994781148,835.083763104446,1366.57442985104,29.9298687187002,28.4548945810116,31.2444196171674,6050671112522.49,6050671112522.48,6050671112522.49,19840091029208.3,19840091029208.3,19840091029208.3,-28.1033,-28.1033,-28.1033,0.407513248134096,0.404671833501142,0.41040323440156
19.4923849038116,2.32070781156255,2.1327365543169,2.5382286830456,1101.34006988064,835.439497730892,1366.93795606389,29.9340455110971,28.459560409946,31.2482114720522,6070883300682.2,6070883300682.19,6070883300682.2,19906366595262.2,19906366595262.2,19906366595262.2,-28.1033,-28.1033,-28.1033,0.409294795296618,0.40646251287318,0.412180592466635
21.65025437144,2.31874617297975,2.13108997057126,2.53588905306755,1101.69848309636,835.793319373039,1367.30081477465,29.9377234680379,28.4638494136056,31.2513423799672,6091095488841.91,6091095488841.9,6091095488841.92,19972642161316,19972642161316,19972642161316,-28.1033,-28.1033,-28.1033,0.410694010281534,0.407739466938548,0.413673386299336
23.8081238390684,2.31685678214785,2.12949988184928,2.53363414535133,1102.05530575921,836.145149526432,1367.66170269945,29.9410159205884,28.4677306419704,31.254148539728,6111307677001.62,6111307677001.61,6111307677001.63,20038917727369.9,20038917727369.8,20038917727369.9,-28.1033,-28.1033,-28.1033,0.41179794191664,0.408769343616706,0.414856720525554
25.9659933066968,2.31504561518216,2.12798907446764,2.53147592554429,1102.41007951363,836.494675050961,1368.02059928096,29.9441471181897,28.4713908614974,31.2568841192559,6131519865161.32,6131519865161.32,6131519865161.33,20105193293423.7,20105193293423.7,20105193293423.7,-28.1033,-28.1033,-28.1033,0.412785003800853,0.409752244198396,0.415879555195134
29.9931146057086,2.31185379228684,2.12527970334826,2.52769673988737,1103.06922189614,837.144053066514,1368.68793506925,29.949684823341,28.4777403237682,31.2618091107013,6169240837008.18,6169240837008.18,6169240837008.19,20228879988871.9,20228879988871.9,20228879988871.9,-28.1033,-28.1033,-28.1033,0.414401212389071,0.411455049444327,0.417426226401128
34.0202359047203,2.308914311583,2.12274910490753,2.52426339512322,1103.72301163059,837.786583251491,1369.35135135588,29.955035004412,28.4838723802495,31.2665517385802,6206961808855.04,6206961808855.04,6206961808855.04,20352566684320.1,20352566684320.1,20352566684320.1,-28.1033,-28.1033,-28.1033,0.415897125344313,0.41303093744324,0.418843130016641
38.0473572037321,2.30613382726911,2.12038428761208,2.52097604089298,1104.37372888732,838.426305555292,1370.0120334289,29.9602905451345,28.4899655608161,31.2710655366766,6244682780701.9,6244682780701.89,6244682780701.9,20476253379768.3,20476253379768.3,20476253379768.3,-28.1033,-28.1033,-28.1033,0.41733447765748,0.414438291040738,0.420247078596893
42.0744785027438,2.303556321348,2.11820281497938,2.5179685964521,1105.01962950524,839.059576021385,1370.66758088288,29.9655425084804,28.4961708990343,31.27552117863,6282403020082.57,6282399357751.65,6282403752548.75,20599937673467.1,20599925664720.1,20599940075216.5,-28.1033,-28.1033,-28.1033,0.418794872303306,0.415820805688599,0.42178287683421
46.1015998017556,2.30121113726311,2.1163618102111,2.5151242893099,1105.65991295441,839.689168475591,1371.31505693394,29.9707509259604,28.5023299208762,31.2799383602952,6320111037184.68,6320081101261.05,6320124724395.61,20723581890434.8,20723483730835.8,20723626770664.7,-28.1033,-28.1033,-28.1033,0.420249088218219,0.417207163152693,0.423306161995225
65.5602183041855,2.29170828051362,2.10798560933035,2.50417190417722,1108.70315159731,842.6574777777,1374.42253073836,29.9956858264334,28.5315447238085,31.3014080952411,6502096920707.53,6502096920707.53,6502096920707.53,21320311811459.9,21320311811459.9,21320311811459.9,-28.1033,-28.1033,-28.1033,0.427376343982152,0.424101655647486,0.430719439301734
85.0188368066155,2.2839558385075,2.10107232666043,2.49536763263114,1111.67484287005,845.548958144257,1377.46437529638,30.0203891074208,28.5600436717436,31.3230828017336,6683996086468.25,6683996086468.24,6683996086468.25,21916757385796.4,21916757385796.4,21916757385796.4,-28.1033,-28.1033,-28.1033,0.434716946114044,0.431461751635575,0.438075460240065
104.477455309045,2.27719240901609,2.09511588442417,2.48764817699693,1114.58148178764,848.366590020348,1380.44895754954,30.0446272302114,28.5878138420333,31.3444453596448,6865895252228.96,6865895252228.96,6865895252228.97,22513202960132.9,22513202960132.8,22513202960132.9,-28.1033,-28.1033,-28.1033,0.442061705237312,0.438845746251505,0.445357242601068
123.936073811475,2.2711621387384,2.09015384808834,2.48062672050695,1117.42769778321,851.119337013308,1383.36965577013,30.0683938273409,28.6150673934701,31.3653262200352,7047794417989.67,7047794417989.67,7047794417989.68,23109648534469.3,23109648534469.3,23109648534469.4,-28.1033,-28.1033,-28.1033,0.449382512269641,0.446150722782934,0.452683172273703
156.02064018487,2.26185423129913,2.08260253136162,2.46989322627904,1122.01814526004,855.529553050801,1388.10773848919,30.1068782823842,28.6590490304099,31.399278599217,7325235232206.55,7320278888022.14,7333650708336.13,24019374233803.5,24003122430001.6,24046968497210,-28.1033,-28.1033,-28.1033,0.461540282020327,0.458220239904606,0.464956051408036
188.105206558265,2.25368155229209,2.07537768096821,2.46005436448538,1126.45606810669,859.787172345414,1392.71134780105,30.14099045103,28.6984878945368,31.4298917498668,7558595603180,7558595603179.99,7558595603180,24784560593568,24784560593567.9,24784560593568,-28.1033,-28.1033,-28.1033,0.470894372074502,0.468079096156436,0.474459237371657
213.93340620473,2.24783002301458,2.06992334856322,2.4532114892616,1129.9127802898,863.084523321148,1396.31684941048,30.1658129190483,28.7262312868681,31.4517336849617,7739677110901.36,7739677110901.36,7739677110901.37,25378325075240.5,25378325075240.5,25378325075240.5,-28.1033,-28.1033,-28.1033,0.476829425973476,0.474210851018043,0.479581457636067
239.761605851195,2.24190572361148,2.06456148585134,2.44682061714741,1133.31491623287,866.307319173181,1399.89636527485,30.192426614616,28.7566577050629,31.4739606520665,7918468246048.97,7915261298335.23,7920758618622.73,25964579447784.9,25954063897793.2,25972089556913.1,-28.1033,-28.1033,-28.1033,0.484648877316705,0.480784096152539,0.487542209651031
265.58980549766,2.2359379927874,2.05919054917735,2.43997047770722,1136.66506921843,869.475897939565,1403.44456078768,30.2191795156713,28.7870335153654,31.4973524349305,8079280904576.99,8076784975285.21,8079980101075.28,26491882572431.9,26483698444848.4,26494175230868.6,-28.1033,-28.1033,-28.1033,0.492933520498385,0.488532290567325,0.496201633261522
