Run_ID,Delta_SST_degC,Delta_pCO2_ppm,Apparent_Sensitivity_degC_per_doubling
1,6.88551690795725,768.616738282928,9.79650254586976
2,6.81720940622426,768.452207959085,9.82412529779697
3,6.61756331754918,770.404240823636,10.240344366126
4,7.26328220704005,761.503888476172,9.09970276631627
5,7.62814772362719,755.067089988782,8.62518100347759
6,7.81538714056342,751.754183460003,8.41539212081632
