folder,param1,param2,csv_name,c,d,Best_Delta,P_at_BestDelta,Mu_at_BestDelta
-10_-34,-10,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-12_-34,-12,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-14_-34,-14,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-16_-34,-16,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-18_-34,-18,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-20_-34,-20,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-22_-34,-22,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-24_-34,-24,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-26_-34,-26,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-28_-34,-28,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-30_-34,-30,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-5_-34,-5,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-6_-34,-6,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-7_-34,-7,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-8_-34,-8,-34,CHEES_-34_5100.csv,-34,5100,2.31200852164623,61.4564151822692,2.36577626642492
-10_-44,-10,-44,CHEES_-35_4900.csv,-35,4900,2.3127343871084,51.0425995732204,1.94919460744448
-18_-42,-18,-42,CHEES_-35_4900.csv,-35,4900,2.31454533431905,51.6476531074953,1.97332431092705
-24_-40,-24,-40,CHEES_-35_5000.csv,-35,5000,2.3149085403057,54.5884679697643,2.09094237717834
-12_-44,-12,-44,CHEES_-35_4900.csv,-35,4900,2.31551927938809,50.9403993564961,1.94499520308432
-5_-46,-5,-46,CHEES_-35_4900.csv,-35,4900,2.31603506601272,50.3976074243428,1.9232628943332
-6_-46,-6,-46,CHEES_-35_4900.csv,-35,4900,2.31711115730637,50.3586713085107,1.92166240604817
-7_-46,-7,-46,CHEES_-35_4900.csv,-35,4900,2.31818989708192,50.3183707083519,1.9200072324508
-14_-44,-14,-44,CHEES_-35_4900.csv,-35,4900,2.31853053734019,50.8269767614324,1.94033784896369
-20_-42,-20,-42,CHEES_-35_4900.csv,-35,4900,2.31912054101539,51.4822617130977,1.96652564688329
-8_-46,-8,-46,CHEES_-35_4900.csv,-35,4900,2.31942863397468,50.2737909723218,1.91817449353388
-10_-46,-10,-46,CHEES_-35_4900.csv,-35,4900,2.32223707352777,50.1750474214116,1.91411241391536
-16_-44,-16,-44,CHEES_-35_4900.csv,-35,4900,2.32227053692667,50.6986896317068,1.93505676379121
-26_-40,-26,-40,CHEES_-35_5000.csv,-35,5000,2.32267502140862,54.2987362047558,2.07904244733389
-30_-38,-30,-38,CHEES_-35_5000.csv,-35,5000,2.3227849474462,55.436200077043,2.12453660518387
-5_-48,-5,-48,CHEES_-35_4900.csv,-35,4900,2.32477582133084,49.6904826276106,1.89462827225119
-22_-42,-22,-42,CHEES_-35_4900.csv,-35,4900,2.32488833583874,51.2853092621132,1.95841683705098
-12_-46,-12,-46,CHEES_-35_4900.csv,-35,4900,2.32523536049068,50.0656012515675,1.90961463564308
-6_-48,-6,-48,CHEES_-35_4900.csv,-35,4900,2.32596713482495,49.6477560278795,1.89287155572218
-18_-44,-18,-44,CHEES_-35_4900.csv,-35,4900,2.32672742909238,50.5456120328138,1.92875538414886
-7_-48,-7,-48,CHEES_-35_4900.csv,-35,4900,2.32718866316879,49.6043316387706,1.89108571902407
-8_-48,-8,-48,CHEES_-35_4900.csv,-35,4900,2.32854472484844,49.5524151515705,1.88895481706888
-14_-46,-14,-46,CHEES_-35_4900.csv,-35,4900,2.32889385774935,49.9431538941805,1.90457040145725
-10_-48,-10,-48,CHEES_-35_4900.csv,-35,4900,2.33171707865439,49.4501761543938,1.88473836302958
-20_-44,-20,-44,CHEES_-35_4900.csv,-35,4900,2.33212531872765,50.3669190837981,1.92139175060282
-24_-42,-24,-42,CHEES_-35_5000.csv,-35,5000,2.33230848724973,53.0444340446744,2.02848502229699
-5_-50,-5,-50,CHEES_-35_4800.csv,-35,4800,2.33284721498249,47.5135265879101,1.80722717491711
-16_-46,-16,-46,CHEES_-35_4900.csv,-35,4900,2.33315560085052,49.8016364064807,1.89873923222521
-28_-40,-28,-40,CHEES_-35_5000.csv,-35,5000,2.33402847072956,53.9019125760199,2.06271536421161
-6_-50,-6,-50,CHEES_-35_4800.csv,-35,4800,2.33427759253742,47.4705596649565,1.80545128289676
-12_-48,-12,-48,CHEES_-35_4900.csv,-35,4900,2.33528590404366,49.3435532462345,1.88033069368763
-7_-50,-7,-50,CHEES_-35_4800.csv,-35,4800,2.33587489158053,47.425702269759,1.80359309512714
-8_-50,-8,-50,CHEES_-35_4800.csv,-35,4800,2.33739405243041,47.3719890626467,1.80138380040865
-18_-46,-18,-46,CHEES_-35_4900.csv,-35,4900,2.338202188423,49.6409895659114,1.89211149509954
-22_-44,-22,-44,CHEES_-35_4900.csv,-35,4900,2.33895266318221,50.153934626482,1.91259927853199
-14_-48,-14,-48,CHEES_-35_4900.csv,-35,4900,2.33915885992839,49.2045943388984,1.8746174191588
-10_-50,-10,-50,CHEES_-35_4800.csv,-35,4800,2.34116925372049,47.2891407565932,1.79791886011491
-5_-52,-5,-52,CHEES_-35_4800.csv,-35,4800,2.34126977501681,47.1105156200275,1.79076983380043
-26_-42,-26,-42,CHEES_-35_5000.csv,-35,5000,2.34212644071791,52.7201821344457,2.01512222774911
-6_-52,-6,-52,CHEES_-35_4800.csv,-35,4800,2.34276373792395,47.0643365337792,1.78886291183421
-16_-48,-16,-48,CHEES_-35_4900.csv,-35,4900,2.34400639585721,49.0644552973732,1.86881795606064
-20_-46,-20,-46,CHEES_-35_4900.csv,-35,4900,2.34441582256061,49.4495833388106,1.88420670065
-7_-52,-7,-52,CHEES_-35_4800.csv,-35,4800,2.34446443305122,47.023825111966,1.78717442715659
-12_-50,-12,-50,CHEES_-35_4800.csv,-35,4800,2.3449657363807,47.1600926405115,1.79260507616523
-8_-52,-8,-52,CHEES_-35_4800.csv,-35,4800,2.34619618375228,46.9754704851182,1.78517097205464
-24_-44,-24,-44,CHEES_-35_4900.csv,-35,4900,2.347759259945,49.8843767162753,1.90146469825321
-14_-50,-14,-50,CHEES_-35_4800.csv,-35,4800,2.34949221243634,47.0289962111281,1.78718015994767
-18_-48,-18,-48,CHEES_-35_4900.csv,-35,4900,2.34969133954062,48.8916794077613,1.86167952272883
-5_-54,-5,-54,CHEES_-35_4800.csv,-35,4800,2.34976792049576,46.8033768597412,1.77814435756982
-10_-52,-10,-52,CHEES_-35_4800.csv,-35,4800,2.34998014191809,46.8707598923008,1.78083119001531
-6_-54,-6,-54,CHEES_-35_4800.csv,-35,4800,2.35139778979599,46.7542057852499,1.77611231981816
-22_-46,-22,-46,CHEES_-35_4900.csv,-35,4900,2.35218937652705,49.2258780523664,1.87494754703357
-30_-40,-30,-40,CHEES_-35_5000.csv,-35,5000,2.35239056221654,53.3254020301259,2.03892045871637
-7_-54,-7,-54,CHEES_-35_4800.csv,-35,4800,2.35310069433712,46.7077653027894,1.77418658433809
-12_-52,-12,-52,CHEES_-35_4800.csv,-35,4800,2.35431582254871,46.7494377012495,1.77580487514803
-16_-50,-16,-50,CHEES_-35_4800.csv,-35,4800,2.35488658893144,46.8819636090259,1.78108308080378
-8_-54,-8,-54,CHEES_-35_4800.csv,-35,4800,2.35512061030184,46.6610477823052,1.77223708688013
-28_-42,-28,-42,CHEES_-35_5000.csv,-35,5000,2.35615961788746,52.2906420919667,1.99737929896317
-20_-48,-20,-48,CHEES_-35_4900.csv,-35,4900,2.35648113272865,48.6910437017211,1.8533825027597
-5_-56,-5,-56,CHEES_-35_4800.csv,-35,4800,2.35839958282994,46.5685240955261,1.76840498050785
-14_-52,-14,-52,CHEES_-35_4800.csv,-35,4800,2.35932463972434,46.6155504969215,1.77024903428789
-10_-54,-10,-54,CHEES_-35_4800.csv,-35,4800,2.35934176796415,46.5658657178888,1.76826095799699
-26_-44,-26,-44,CHEES_-35_4900.csv,-35,4900,2.35939613788326,49.5655977446122,1.88824806426916
-6_-56,-6,-56,CHEES_-35_4800.csv,-35,4800,2.36026333087935,46.5241729074893,1.7665563830644
-18_-50,-18,-50,CHEES_-35_4900.csv,-35,4900,2.36104482130911,48.2728218875837,1.83647108265098
-24_-46,-24,-46,CHEES_-35_4900.csv,-35,4900,2.36192465218948,48.955365343177,1.8637376276395
-7_-56,-7,-56,CHEES_-35_4800.csv,-35,4800,2.36207374997761,46.4740414334755,1.76447870733992
-12_-54,-12,-54,CHEES_-35_4800.csv,-35,4800,2.3636726492224,46.4287944599189,1.76260487242786
-8_-56,-8,-56,CHEES_-35_4800.csv,-35,4800,2.36400393997797,46.419760264297,1.76223025297276
-22_-48,-22,-48,CHEES_-35_4900.csv,-35,4900,2.3649384100808,48.4636992913641,1.84395043525133
-16_-52,-16,-52,CHEES_-35_4800.csv,-35,4800,2.36507150469402,46.4718531276415,1.7642712649179
-5_-58,-5,-58,CHEES_-35_4800.csv,-35,4800,2.36721127897557,46.4020036988819,1.76139169679625
-20_-50,-20,-50,CHEES_-35_4900.csv,-35,4900,2.36837607553014,48.0777791923721,1.82837612467368
-10_-56,-10,-56,CHEES_-35_4800.csv,-35,4800,2.3683820728003,46.3141965749785,1.75783258008713
-14_-54,-14,-54,CHEES_-35_4800.csv,-35,4800,2.3689480171325,46.2966908891656,1.75710971488132
-6_-58,-6,-58,CHEES_-35_4800.csv,-35,4800,2.36902497679664,46.3528418617085,1.75935267539647
-7_-58,-7,-58,CHEES_-35_4800.csv,-35,4800,2.37093482612351,46.3035252873436,1.7573036184488
-18_-52,-18,-52,CHEES_-35_4800.csv,-35,4800,2.3718500478585,46.2993674647133,1.75710069667419
-12_-56,-12,-56,CHEES_-35_4800.csv,-35,4800,2.37310138484516,46.1918050216815,1.75274814547346
-8_-58,-8,-58,CHEES_-35_4800.csv,-35,4800,2.37313667945644,46.2612579458898,1.75552485065733
-26_-46,-26,-46,CHEES_-35_4900.csv,-35,4900,2.37506042372091,48.6237033880152,1.84994571857177
-16_-54,-16,-54,CHEES_-35_4800.csv,-35,4800,2.37519771015094,46.1536049077282,1.75113628790309
-5_-60,-5,-60,CHEES_-35_4700.csv,-35,4700,2.37544598349373,45.1014252229819,1.70903916957953
-24_-48,-24,-48,CHEES_-35_4900.csv,-35,4900,2.37570167709578,48.192528815429,1.83267308553333
-28_-44,-28,-44,CHEES_-35_4900.csv,-35,4900,2.37600967186536,49.1451308173422,1.87076484581907
-6_-60,-6,-60,CHEES_-35_4700.csv,-35,4700,2.37737111561068,45.0568949379869,1.70718095289505
-10_-58,-10,-58,CHEES_-35_4800.csv,-35,4800,2.37759463247748,46.150716481713,1.75092487396942
-22_-50,-22,-50,CHEES_-35_4900.csv,-35,4900,2.37764218568078,47.8439940833274,1.81865407590587
-30_-42,-30,-42,CHEES_-35_5000.csv,-35,5000,2.37845310478383,51.7110944473594,1.97330565370302
-14_-56,-14,-56,CHEES_-35_4800.csv,-35,4800,2.37875009328025,46.0624567970467,1.74734826815066
-7_-60,-7,-60,CHEES_-35_4700.csv,-35,4700,2.37950474285451,45.0101142670871,1.70522438096931
-20_-52,-20,-52,CHEES_-35_4800.csv,-35,4800,2.38004129016439,46.1127572262456,1.74930863744325
-8_-60,-8,-60,CHEES_-35_4700.csv,-35,4700,2.38178765378566,44.9678634450716,1.70344303165144
-18_-54,-18,-54,CHEES_-35_4800.csv,-35,4800,2.38239051685346,45.9830745332855,1.74402736065728
-12_-58,-12,-58,CHEES_-35_4800.csv,-35,4800,2.38261832072274,46.0234044270891,1.74563144425466
-16_-56,-16,-56,CHEES_-35_4800.csv,-35,4800,2.38527967154916,45.915023876483,1.74118976819735
-10_-60,-10,-60,CHEES_-35_4700.csv,-35,4700,2.38663799532553,44.8588057545337,1.69888671036833
-14_-58,-14,-58,CHEES_-35_4800.csv,-35,4800,2.38855067609887,45.894261681399,1.74022844021201
-24_-50,-24,-50,CHEES_-35_4900.csv,-35,4900,2.38909766436806,47.5815074081372,1.80769638975077
-26_-48,-26,-48,CHEES_-35_4900.csv,-35,4900,2.38973530677699,47.8656604989828,1.81903700768823
-22_-52,-22,-52,CHEES_-35_4900.csv,-35,4900,2.39003877259205,47.3618773730584,1.79887354401865
-20_-54,-20,-54,CHEES_-35_4800.csv,-35,4800,2.39103596948506,45.8009770875165,1.73639764472126
-12_-60,-12,-60,CHEES_-35_4800.csv,-35,4800,2.39209719858572,45.9177573728989,1.74102640697253
-18_-56,-18,-56,CHEES_-35_4800.csv,-35,4800,2.39287806731051,45.7515373788723,1.73434637246247
-28_-46,-28,-46,CHEES_-35_4900.csv,-35,4900,2.39310477332289,48.2149945200151,1.83287558986769
-16_-58,-16,-58,CHEES_-35_4800.csv,-35,4800,2.39519805356273,45.7484120077833,1.73412855816882
-14_-60,-14,-60,CHEES_-35_4800.csv,-35,4800,2.39820824035015,45.7876934468753,1.73557940826101
-30_-44,-30,-44,CHEES_-35_5000.csv,-35,5000,2.40084956232289,50.430212568147,1.92117452023296
-22_-54,-22,-54,CHEES_-35_4800.csv,-35,4800,2.40148717863631,45.5881518393765,1.72746658642961
-20_-56,-20,-56,CHEES_-35_4800.csv,-35,4800,2.40174591718645,45.5667681967483,1.72660089118247
-24_-52,-24,-52,CHEES_-35_4900.csv,-35,4900,2.40229920615453,47.0989377462894,1.7878655416054
-18_-58,-18,-58,CHEES_-35_4800.csv,-35,4800,2.40308277188461,45.5857689523368,1.72730744721809
-26_-50,-26,-50,CHEES_-35_4900.csv,-35,4900,2.40408555670319,47.2648421674559,1.79443026443011
-16_-60,-16,-60,CHEES_-35_4800.csv,-35,4800,2.40529771207974,45.6459082914052,1.72962442317302
-28_-48,-28,-48,CHEES_-35_4900.csv,-35,4900,2.4089718642065,47.4732646400014,1.8025717110318
-20_-58,-20,-58,CHEES_-35_4800.csv,-35,4800,2.41250509403937,45.4094347574739,1.71987718653738
-22_-56,-22,-56,CHEES_-35_4800.csv,-35,4800,2.41262521370832,45.3647708787969,1.71808582660354
-18_-60,-18,-60,CHEES_-35_4800.csv,-35,4800,2.41341826781152,45.4899169097205,1.72305994567636
-24_-54,-24,-54,CHEES_-35_4800.csv,-35,4800,2.41452276006193,45.349953317966,1.71741722231616
-26_-52,-26,-52,CHEES_-35_4900.csv,-35,4900,2.41777451722898,46.7919367478638,1.77496648922539
-30_-46,-30,-46,CHEES_-35_4900.csv,-35,4900,2.42010675717971,47.6924910029,1.81089536982881
-20_-60,-20,-60,CHEES_-35_4800.csv,-35,4800,2.42293371416511,45.3096966178457,1.71547051614722
-22_-58,-22,-58,CHEES_-35_4800.csv,-35,4800,2.42379480983708,45.2082859987169,1.71137964755519
-28_-50,-28,-50,CHEES_-35_4900.csv,-35,4900,2.42424987246028,46.8836620847236,1.77837648849053
-24_-56,-24,-56,CHEES_-35_4800.csv,-35,4800,2.42599013194163,45.1284527507392,1.7080985047519
-26_-54,-26,-54,CHEES_-35_4800.csv,-35,4800,2.43101902032916,45.0652469238902,1.70536911614244
-10_-32,-10,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-12_-32,-12,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-14_-32,-14,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-16_-32,-16,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-18_-32,-18,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-20_-32,-20,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-22_-32,-22,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-24_-32,-24,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-26_-32,-26,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-28_-32,-28,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-30_-32,-30,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-5_-32,-5,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-6_-32,-6,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-7_-32,-7,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-8_-32,-8,-32,CHEES_-32_5400.csv,-32,5400,2.43252546486016,66.6726197369844,2.56960377088497
-22_-60,-22,-60,CHEES_-35_4800.csv,-35,4800,2.43435400812803,45.1134615273256,1.7071643007679
-30_-48,-30,-48,CHEES_-35_4900.csv,-35,4900,2.4371834740287,46.9763139232433,1.78156521796858
-24_-58,-24,-58,CHEES_-35_4800.csv,-35,4800,2.43737206622989,44.9819707511132,1.70178394739533
-28_-52,-28,-52,CHEES_-35_4900.csv,-35,4900,2.43873280112572,46.4296312085152,1.75963593629558
-26_-56,-26,-56,CHEES_-35_4800.csv,-35,4800,2.44293249644705,44.8572330343726,1.69657202151702
-24_-60,-24,-60,CHEES_-35_4800.csv,-35,4800,2.44841111772466,44.8940622891506,1.69782604685704
-28_-54,-28,-54,CHEES_-35_4900.csv,-35,4900,2.45258601820277,46.0876913882312,1.74540421480114
-30_-50,-30,-50,CHEES_-35_4900.csv,-35,4900,2.45336819181149,46.4229536278248,1.75878341744053
-26_-58,-26,-58,CHEES_-35_4800.csv,-35,4800,2.45458952259635,44.7240358391263,1.6907778526612
-28_-56,-28,-56,CHEES_-35_4800.csv,-35,4800,2.4652316927613,44.5488755958659,1.68334575612418
-26_-60,-26,-60,CHEES_-35_4800.csv,-35,4800,2.46600753159113,44.6519498073576,1.68743769103066
-30_-52,-30,-52,CHEES_-35_4900.csv,-35,4900,2.46839454105621,45.9886022891605,1.74080830992417
