folder,param1,param2,csv_name,c_val,d_val,Total_NLL,NLL_CO2,NLL_SST
0.0_-10_-56,-10,-56,CHEES_-28_5300.csv,-28,5300,5.27054047987118,5.20615375324877,0.0643867266224129
0.0_-14_-60,-14,-60,CHEES_-32_5300.csv,-32,5300,5.27054130452368,5.2061539687431,0.0643873357805786
0.0_-18_-46,-18,-46,CHEES_-29_5300.csv,-29,5300,5.2705419660525,5.20616344791407,0.064378518138432
0.0_-8_-46,-8,-46,CHEES_-23_5300.csv,-23,5300,5.2705450737535,5.20616968687521,0.0643753868782975
0.0_-14_-42,-14,-42,CHEES_-25_5300.csv,-25,5300,5.27054517449454,5.20616420817849,0.0643809663160465
0.0_-20_-58,-20,-58,CHEES_-35_5300.csv,-35,5300,5.27054575924651,5.20616993974396,0.0643758195025535
0.0_-14_-52,-14,-52,CHEES_-29_5300.csv,-29,5300,5.27054795310479,5.20616734212268,0.0643806109821159
0.0_-10_-48,-10,-48,CHEES_-25_5300.csv,-25,5300,5.27054973743986,5.20617419860913,0.0643755388307267
0.0_-6_-54,-6,-54,CHEES_-25_5300.csv,-25,5300,5.2705524998011,5.20617559896032,0.0643769008407807
0.0_-28_-46,-28,-46,CHEES_-35_5400.csv,-35,5400,5.27055546575268,5.20616808544387,0.0643873803088089
0.0_-14_-50,-14,-50,CHEES_-28_5300.csv,-28,5300,5.270560972397,5.20614779979009,0.064413172606913
0.0_-12_-48,-12,-48,CHEES_-26_5300.csv,-26,5300,5.27056610409367,5.20614739490197,0.064418709191698
0.0_-16_-34,-16,-34,CHEES_-23_5300.csv,-23,5300,5.27057870952133,5.2061497106375,0.0644289988838293
0.0_-20_-38,-20,-38,CHEES_-27_5300.csv,-27,5300,5.27058087908188,5.20615060123509,0.0644302778467918
0.0_-5_-54,-5,-54,CHEES_-24_5300.csv,-24,5300,5.27058092532888,5.20614402336937,0.0644369019595113
0.0_-24_-42,-24,-42,CHEES_-31_5300.csv,-31,5300,5.27058353037923,5.20615148154471,0.0644320488345203
0.0_-7_-56,-7,-56,CHEES_-26_5300.csv,-26,5300,5.27058507117372,5.20614438420819,0.0644406869655302
0.0_-7_-60,-7,-60,CHEES_-28_5400.csv,-28,5400,5.27059068902682,5.20616717616227,0.0644235128645468
0.0_-16_-60,-16,-60,CHEES_-33_5300.csv,-33,5300,5.27061478096331,5.20614317270593,0.0644716082573803
0.0_-16_-36,-16,-36,CHEES_-24_5300.csv,-24,5300,5.27061549419784,5.20622078218806,0.0643947120097869
0.0_-7_-52,-7,-52,CHEES_-25_5300.csv,-25,5300,5.27062218215967,5.20621181092825,0.0644103712314152
0.0_-12_-52,-12,-52,CHEES_-28_5300.csv,-28,5300,5.2706248071275,5.20621550714239,0.0644092999851155
0.0_-10_-60,-10,-60,CHEES_-30_5300.csv,-30,5300,5.2706255748702,5.20620808963494,0.0644174852352551
0.0_-22_-42,-22,-42,CHEES_-30_5300.csv,-30,5300,5.27062597928307,5.20622492805193,0.0644010512311316
0.0_-20_-40,-20,-40,CHEES_-28_5300.csv,-28,5300,5.27062715398244,5.20621951170779,0.0644076422746511
0.0_-16_-56,-16,-56,CHEES_-32_5300.csv,-32,5300,5.27062898812974,5.20621880400122,0.0644101841285259
0.0_-12_-37,-12,-37,CHEES_-22_5300.csv,-22,5300,5.27062930909189,5.20621970038941,0.0644096087024877
0.0_-5_-60,-5,-60,CHEES_-27_5300.csv,-27,5300,5.27062946990349,5.20619788100714,0.0644315888963465
0.0_-20_-35,-20,-35,CHEES_-26_5300.csv,-26,5300,5.27062990131638,5.20621800768234,0.0644118936340404
0.0_-14_-58,-14,-58,CHEES_-31_5300.csv,-31,5300,5.2706338494848,5.20614358154544,0.0644902679393573
0.0_-22_-37,-22,-37,CHEES_-28_5300.csv,-28,5300,5.27063421816334,5.20621684334296,0.0644173748203753
0.0_-12_-42,-12,-42,CHEES_-24_5300.csv,-24,5300,5.27063477075592,5.20621337791871,0.0644213928372046
0.0_-30_-40,-30,-40,CHEES_-34_5300.csv,-34,5300,5.27063478421238,5.20621939296395,0.0644153912484245
0.0_-30_-35,-30,-35,CHEES_-32_5300.csv,-32,5300,5.270640279175,5.20621741466797,0.0644228645070339
0.0_-6_-58,-6,-58,CHEES_-26_5300.csv,-26,5300,5.27064830341713,5.20614312378135,0.0645051796357806
0.0_-22_-48,-22,-48,CHEES_-32_5300.csv,-32,5300,5.27066625924135,5.20614262016535,0.0645236390759969
0.0_-22_-35,-22,-35,CHEES_-27_5300.csv,-27,5300,5.27068638861036,5.20614292770787,0.0645434609024945
0.0_-20_-46,-20,-46,CHEES_-30_5300.csv,-30,5300,5.27070228498344,5.20614330727811,0.0645589777053358
0.0_-8_-48,-8,-48,CHEES_-24_5300.csv,-24,5300,5.2707219808518,5.20634348742611,0.0643784934256846
0.0_-7_-54,-7,-54,CHEES_-25_5300.csv,-25,5300,5.27072720915162,5.20614426905445,0.0645829400971672
0.0_-8_-60,-8,-60,CHEES_-29_5300.csv,-29,5300,5.27073955173763,5.20625554415338,0.0644840075842533
0.0_-10_-44,-10,-44,CHEES_-23_5300.csv,-23,5300,5.27074561069778,5.20614404443015,0.0646015662676313
0.0_-20_-54,-20,-54,CHEES_-33_5300.csv,-33,5300,5.27074657221118,5.20614338980139,0.0646031824097922
0.0_-14_-34,-14,-34,CHEES_-22_5300.csv,-22,5300,5.27074761625475,5.20637091811577,0.064376698138977
0.0_-18_-52,-18,-52,CHEES_-31_5300.csv,-31,5300,5.27075574355302,5.20614341287704,0.0646123306759797
0.0_-14_-48,-14,-48,CHEES_-27_5300.csv,-27,5300,5.27076481947128,5.20614346455563,0.0646213549156454
0.0_-8_-50,-8,-50,CHEES_-25_5300.csv,-25,5300,5.27076936415865,5.2062634191613,0.0645059449973504
0.0_-5_-52,-5,-52,CHEES_-24_5300.csv,-24,5300,5.27077160317556,5.20624449522369,0.0645271079518712
0.0_-16_-58,-16,-58,CHEES_-33_5300.csv,-33,5300,5.2707721381371,5.20626729873183,0.0645048394052656
0.0_-10_-52,-10,-52,CHEES_-27_5300.csv,-27,5300,5.27078378950863,5.20625922275505,0.0645245667535821
0.0_-18_-60,-18,-60,CHEES_-35_5300.csv,-35,5300,5.27079346231764,5.20626334451889,0.0645301177987499
0.0_-6_-48,-6,-48,CHEES_-22_5300.csv,-22,5300,5.27079350185624,5.20615035127594,0.0646431505802944
0.0_-14_-56,-14,-56,CHEES_-31_5300.csv,-31,5300,5.27080301124781,5.20625476492163,0.0645482463261819
0.0_-6_-56,-6,-56,CHEES_-25_5300.csv,-25,5300,5.27082536859819,5.20615239544262,0.0646729731555706
0.0_-18_-50,-18,-50,CHEES_-31_5300.csv,-31,5300,5.27083641429315,5.20628255704425,0.0645538572488996
0.0_-8_-54,-8,-54,CHEES_-26_5300.csv,-26,5300,5.27085461310324,5.20633141845784,0.0645231946454049
0.0_-16_-48,-16,-48,CHEES_-29_5300.csv,-29,5300,5.27085735171329,5.20628514547133,0.0645722062419539
0.0_-8_-58,-8,-58,CHEES_-27_5300.csv,-27,5300,5.27086396712492,5.20614908954773,0.0647148775771899
0.0_-12_-44,-12,-44,CHEES_-25_5300.csv,-25,5300,5.2708678756679,5.20627412409412,0.0645937515737769
0.0_-6_-60,-6,-60,CHEES_-28_5300.csv,-28,5300,5.27087723016067,5.20629686071788,0.0645803694427905
0.0_-12_-40,-12,-40,CHEES_-23_5300.csv,-23,5300,5.27088215875832,5.20639419570706,0.0644879630512584
0.0_-10_-50,-10,-50,CHEES_-26_5300.csv,-26,5300,5.27090894637595,5.20652747291155,0.0643814734643994
0.0_-18_-48,-18,-48,CHEES_-30_5300.csv,-30,5300,5.27092372077515,5.20654074211823,0.0643829786569242
0.0_-6_-46,-6,-46,CHEES_-22_5300.csv,-22,5300,5.27093637134838,5.20655268640861,0.0643836849397658
0.0_-12_-56,-12,-56,CHEES_-30_5300.csv,-30,5300,5.27094246559393,5.20632569129054,0.0646167743033964
0.0_-12_-58,-12,-58,CHEES_-30_5300.csv,-30,5300,5.27095868927159,5.20640963751176,0.064549051759825
0.0_-7_-58,-7,-58,CHEES_-27_5300.csv,-27,5300,5.27096271933474,5.20643565543257,0.0645270639021745
0.0_-10_-54,-10,-54,CHEES_-28_5300.csv,-28,5300,5.27096924929599,5.20631759433694,0.0646516549590556
0.0_-6_-50,-6,-50,CHEES_-24_5300.csv,-24,5300,5.27096954569535,5.20631490111275,0.0646546445826049
0.0_-24_-46,-24,-46,CHEES_-33_5300.csv,-33,5300,5.27097372824196,5.20632651130004,0.0646472169419214
0.0_-26_-48,-26,-48,CHEES_-35_5300.csv,-35,5300,5.27097405797341,5.20633207569332,0.0646419822800928
0.0_-5_-58,-5,-58,CHEES_-25_5300.csv,-25,5300,5.27097543951458,5.20616195769607,0.0648134818185102
0.0_-20_-48,-20,-48,CHEES_-31_5400.csv,-31,5400,5.27098652238522,5.20656226816161,0.0644242542236085
0.0_-24_-50,-24,-50,CHEES_-34_5300.csv,-34,5300,5.2710031659168,5.20624755937449,0.0647556065423115
0.0_-7_-44,-7,-44,CHEES_-22_5300.csv,-22,5300,5.27103136699492,5.20663567951702,0.0643956874779044
