folder,param1,param2,csv_name,c_val,d_val,Total_NLL,NLL_CO2,NLL_SST
0.6_-24_-42,-24,-42,CHEES_-33_5300.csv,-33,5300,5.27222440784956,5.20710649688985,0.0651179109597026
0.6_-12_-32,-12,-32,CHEES_-22_5300.csv,-22,5300,5.27222838209908,5.20704271031904,0.0651856717800418
0.6_-26_-40,-26,-40,CHEES_-33_5300.csv,-33,5300,5.27223083283604,5.20708481531479,0.0651460175212459
0.6_-16_-34,-16,-34,CHEES_-25_5300.csv,-25,5300,5.27223314032508,5.20706080727116,0.0651723330539235
0.6_-30_-32,-30,-32,CHEES_-31_5300.csv,-31,5300,5.27223797904032,5.20709131846626,0.0651466605740601
0.6_-28_-32,-28,-32,CHEES_-30_5300.csv,-30,5300,5.27223932661053,5.20710822421442,0.0651311023961116
0.6_-6_-40,-6,-40,CHEES_-23_5300.csv,-23,5300,5.27224212790128,5.20703283117608,0.0652092967252033
0.6_-6_-46,-6,-46,CHEES_-26_5300.csv,-26,5300,5.27224830358523,5.20704020455104,0.0652080990341893
0.6_-30_-40,-30,-40,CHEES_-35_5300.csv,-35,5300,5.27224938850139,5.20705828093437,0.0651911075670239
0.6_-22_-34,-22,-34,CHEES_-28_5300.csv,-28,5300,5.2722504447528,5.20707318608491,0.0651772586678897
0.6_-7_-37,-7,-37,CHEES_-22_5300.csv,-22,5300,5.27241418190053,5.20753830599422,0.0648758759063007
0.6_-24_-38,-24,-38,CHEES_-30_5300.csv,-30,5300,5.27241886751585,5.20615645506845,0.0662624124473977
0.6_-22_-32,-22,-32,CHEES_-27_5300.csv,-27,5300,5.2724289702271,5.20756277379924,0.0648661964278597
0.6_-16_-58,-16,-58,CHEES_-34_5300.csv,-34,5300,5.27243020991907,5.20616015262443,0.0662700572946445
0.6_-24_-36,-24,-36,CHEES_-30_5400.csv,-30,5400,5.27243105002771,5.20662546908629,0.0658055809414128
0.6_-28_-35,-28,-35,CHEES_-31_5300.csv,-31,5300,5.27243479756299,5.20615735407913,0.0662774434838578
0.6_-18_-32,-18,-32,CHEES_-24_5300.csv,-24,5300,5.27244159134987,5.20615757746188,0.0662840138879924
0.6_-28_-42,-28,-42,CHEES_-34_5300.csv,-34,5300,5.27245796850532,5.2061569897883,0.0663009787170221
0.6_-7_-38,-7,-38,CHEES_-22_5300.csv,-22,5300,5.27255440584397,5.2081720388992,0.064382366944761
0.6_-30_-38,-30,-38,CHEES_-34_5300.csv,-34,5300,5.27257063266219,5.20777015413603,0.0648004785261582
0.6_-30_-36,-30,-36,CHEES_-33_5400.csv,-33,5400,5.27270789911025,5.20748023469208,0.0652276644181723
0.6_-10_-37,-10,-37,CHEES_-22_5400.csv,-22,5400,5.27275054470313,5.20833786293282,0.0644126817703128
0.6_-26_-34,-26,-34,CHEES_-30_5300.csv,-30,5300,5.27284500163285,5.20815654565782,0.0646884559750278
0.6_-14_-48,-14,-48,CHEES_-29_5300.csv,-29,5300,5.27293206539633,5.2066316198023,0.0663004455940268
0.6_-26_-36,-26,-36,CHEES_-31_5300.csv,-31,5300,5.27303038328826,5.20841057182941,0.0646198114588445
0.6_-20_-34,-20,-34,CHEES_-26_5300.csv,-26,5300,5.27306344855439,5.20616843434784,0.0668950142065462
0.6_-18_-36,-18,-36,CHEES_-26_5300.csv,-26,5300,5.27336101393621,5.20702602849699,0.0663349854392272
0.6_-30_-42,-30,-42,CHEES_-35_5300.csv,-35,5300,5.27367126884753,5.20624264122655,0.067428627620981
0.6_-26_-35,-26,-35,CHEES_-30_5300.csv,-30,5300,5.27376407806073,5.20724342546599,0.0665206525947378
0.6_-20_-56,-20,-56,CHEES_-35_5300.csv,-35,5300,5.2737875212805,5.20624423946427,0.0675432818162272
0.6_-20_-36,-20,-36,CHEES_-27_5300.csv,-27,5300,5.27390831254572,5.20690225879078,0.0670060537549396
0.6_-14_-34,-14,-34,CHEES_-23_5300.csv,-23,5300,5.27404589505272,5.20774122789982,0.0663046671529024
0.6_-7_-36,-7,-36,CHEES_-22_5300.csv,-22,5300,5.27406916666996,5.20824966951023,0.0658194971597285
0.6_-28_-37,-28,-37,CHEES_-32_5300.csv,-32,5300,5.27438990152588,5.20759083662401,0.066799064901865
0.6_-18_-58,-18,-58,CHEES_-35_5400.csv,-35,5400,5.27440987822109,5.20990073972609,0.064509138494998
0.6_-8_-37,-8,-37,CHEES_-23_5300.csv,-23,5300,5.27442738512651,5.20899120325745,0.0654361818690529
0.6_-6_-37,-6,-37,CHEES_-22_5300.csv,-22,5300,5.27450699966364,5.20924854140632,0.065258458257319
