folder,param1,param2,csv_name,c_val,d_val,Total_NLL,NLL_CO2,NLL_SST
0.8_-6_-34,-6,-34,CHEES_-22_5300.csv,-22,5300,5.27679193209313,5.20880563516963,0.0679862969235004
0.8_-24_-50,-24,-50,CHEES_-35_5400.csv,-35,5400,5.27693553888908,5.20618176178757,0.070753777101504
0.8_-16_-60,-16,-60,CHEES_-35_5400.csv,-35,5400,5.27752051624703,5.21238885335246,0.065131662894573
0.8_-20_-56,-20,-56,CHEES_-35_5300.csv,-35,5300,5.27803978813805,5.2065509656772,0.0714888224608496
0.8_-30_-42,-30,-42,CHEES_-35_5400.csv,-35,5400,5.27817294132426,5.20620920959689,0.0719637317273606
0.8_-18_-58,-18,-58,CHEES_-35_5400.csv,-35,5400,5.27874108609008,5.2132554880369,0.0654855980531814
0.8_-5_-34,-5,-34,CHEES_-22_5300.csv,-22,5300,5.2790220477385,5.20950911195471,0.0695129357837896
0.8_-8_-32,-8,-32,CHEES_-22_5300.csv,-22,5300,5.27949994741379,5.21211953350623,0.0673804139075559
0.8_-26_-48,-26,-48,CHEES_-35_5300.csv,-35,5300,5.27969687213264,5.20667890884506,0.0730179632875804
0.8_-22_-54,-22,-54,CHEES_-35_5300.csv,-35,5300,5.28046180286427,5.206761698191,0.0737001046732681
0.8_-5_-35,-5,-35,CHEES_-22_5300.csv,-22,5300,5.28058589912175,5.21555692196463,0.0650289771571179
0.8_-18_-60,-18,-60,CHEES_-35_5300.csv,-35,5300,5.28068451480111,5.20682275460576,0.0738617601953491
0.8_-30_-35,-30,-35,CHEES_-32_5400.csv,-32,5400,5.28106771831394,5.20683837329539,0.0742293450185533
0.8_-7_-32,-7,-32,CHEES_-22_5300.csv,-22,5300,5.28350356768919,5.21529252614261,0.0682110415465807
0.8_-24_-52,-24,-52,CHEES_-35_5300.csv,-35,5300,5.28361952953832,5.20716461194745,0.0764549175908775
0.8_-20_-58,-20,-58,CHEES_-35_5300.csv,-35,5300,5.28404839397329,5.20666000779274,0.0773883861805526
0.8_-6_-32,-6,-32,CHEES_-22_5300.csv,-22,5300,5.28483828179645,5.21102900121114,0.0738092805853094
0.8_-28_-46,-28,-46,CHEES_-35_5400.csv,-35,5400,5.28620965556408,5.21653319146114,0.069676464102939
0.8_-22_-56,-22,-56,CHEES_-35_5300.csv,-35,5300,5.28690605322831,5.20750927814042,0.0793967750878822
0.8_-5_-32,-5,-32,CHEES_-22_5300.csv,-22,5300,5.28854200717281,5.21575630608774,0.0727857010850712
