folder,param1,param2,csv_name,c,d,Best_Mu,P_at_BestMu,Delta_at_BestMu
0.8_-12_-48,-12,-48,CHEES_-35_5600.csv,-35,5600,1.1457419324348,2.88373248669929,2.75642782753987
0.8_-10_-48,-10,-48,CHEES_-35_5500.csv,-35,5500,1.14615840740709,2.88923688323736,2.76188594908101
0.8_-7_-48,-7,-48,CHEES_-35_5500.csv,-35,5500,1.14679179064833,2.87220998809371,2.74478867802167
0.8_-8_-48,-8,-48,CHEES_-35_5500.csv,-35,5500,1.14686292119858,2.88331683289044,2.75588761942394
0.8_-6_-48,-6,-48,CHEES_-35_5500.csv,-35,5500,1.14815165063197,2.88362690284571,2.75605449721994
0.8_-5_-48,-5,-48,CHEES_-35_5600.csv,-35,5600,1.14933926418801,2.83188697720498,2.70418261451743
0.8_-26_-50,-26,-50,CHEES_-35_5600.csv,-35,5600,1.15261763935398,2.76558603257768,2.6375174059828
0.8_-22_-50,-22,-50,CHEES_-35_5600.csv,-35,5600,1.15287033004968,2.76722310479752,2.63912640145867
0.8_-24_-50,-24,-50,CHEES_-35_5700.csv,-35,5700,1.15312165878269,2.74200893688087,2.61388430812723
0.8_-20_-50,-20,-50,CHEES_-35_5600.csv,-35,5600,1.15433216002677,2.77183603473692,2.64357690584506
0.8_-28_-50,-28,-50,CHEES_-35_5700.csv,-35,5700,1.15532439203749,2.71851013011821,2.59014075322516
0.8_-18_-50,-18,-50,CHEES_-35_5600.csv,-35,5600,1.15542593447159,2.76060873759846,2.63222807821273
0.8_-16_-50,-16,-50,CHEES_-35_5600.csv,-35,5600,1.15700812595311,2.76096984872122,2.63241339028199
0.8_-14_-50,-14,-50,CHEES_-35_5600.csv,-35,5600,1.15845294267756,2.77122126035405,2.64250426672322
0.8_-12_-50,-12,-50,CHEES_-35_5600.csv,-35,5600,1.1598735951256,2.76513259528824,2.63625775138539
0.8_-30_-50,-30,-50,CHEES_-35_5600.csv,-35,5600,1.16024329388952,2.77114300798924,2.64222708644596
0.8_-10_-50,-10,-50,CHEES_-35_5600.csv,-35,5600,1.16098454265461,2.7679011689291,2.63890288641192
0.8_-8_-50,-8,-50,CHEES_-35_5600.csv,-35,5600,1.16244415399969,2.78218180246026,2.65302134090474
0.8_-7_-50,-7,-50,CHEES_-35_5500.csv,-35,5500,1.16298623171445,2.8210430274165,2.69182233500378
0.8_-6_-50,-6,-50,CHEES_-35_5600.csv,-35,5600,1.1633589509564,2.78765224970634,2.65839014404452
0.8_-5_-50,-5,-50,CHEES_-35_5500.csv,-35,5500,1.16436085585887,2.82162359130304,2.69225016287428
0.8_-24_-52,-24,-52,CHEES_-35_5700.csv,-35,5700,1.17032737314497,2.68542719675744,2.55539082196356
0.8_-26_-52,-26,-52,CHEES_-35_5600.csv,-35,5600,1.1708223801945,2.71996016388167,2.5898687883045
0.8_-22_-52,-22,-52,CHEES_-35_5700.csv,-35,5700,1.17122171232244,2.6727041053272,2.5425683595136
0.8_-20_-52,-20,-52,CHEES_-35_5700.csv,-35,5700,1.17165421391977,2.69917522676071,2.56899142521407
0.8_-16_-52,-16,-52,CHEES_-35_5600.csv,-35,5600,1.17306922556868,2.71914324326866,2.58880221820547
0.8_-18_-52,-18,-52,CHEES_-35_5600.csv,-35,5600,1.17322657416677,2.74236402088059,2.61200551263984
0.8_-28_-52,-28,-52,CHEES_-35_5700.csv,-35,5700,1.17331841856245,2.68568612907605,2.55531741590244
0.8_-14_-52,-14,-52,CHEES_-35_5600.csv,-35,5600,1.17456106557028,2.72086741442376,2.5903606293604
0.8_-12_-52,-12,-52,CHEES_-35_5600.csv,-35,5600,1.17606808883858,2.72106874344748,2.5903945113543
0.8_-8_-52,-8,-52,CHEES_-35_5600.csv,-35,5600,1.17856427920056,2.74089075896771,2.60993917238987
